"locus_tag","logFC","logCPM","PValue","FDR","gene_name","zscore","model","DE_rec"
"SL1344_0684",0.98,6.35,0.02,0.04,"kdpE",0.475281989337782,"HeLa-RNAseq","Amplified"
"SL1344_0685",0.07,7.13,0.9,0.94,"kdpD",0.0339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0686",-0.11,5.13,0.91,0.94,"kdpC",-0.0533479783950572,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0687",-0.18,6.25,0.85,0.9,"kdpB",-0.0872966919191844,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0688",3.22,7.67,0,0,"kdpA",1.56164082210985,"HeLa-RNAseq","Amplified"
"SL1344_0690",-0.87,5.4,0.21,0.33,"phrB",-0.421934010942725,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0691",-2.48,6.37,0,0,"ybgH",-1.20275442199765,"HeLa-RNAseq","Attenuated"
"SL1344_0692",-0.4,7.18,0.14,0.23,"ybgI",-0.193992648709299,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0693",0.53,5.6,0.23,0.35,"ybgJ",0.257040259539821,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0694",0.46,6.26,0.2,0.31,"ybgK",0.223091546015694,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0695",0.43,5.74,0.3,0.42,"ybgL",0.208542097362496,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0697",-0.62,5.06,0.23,0.35,"fimB",-0.300688605499413,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0698",2.14,3.26,0.13,0.23,"SL1344_0698",1.03786067059475,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0699",0.87,3.46,0.44,0.56,"SL1344_0699",0.421934010942725,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0703",4.96,3.6,0.01,0.03,"SL1344_0703",2.4055088439953,"HeLa-RNAseq","Amplified"
"SL1344_0708",0.08,4.18,0.94,0.96,"SL1344_0708",0.0387985297418598,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0710",-0.75,5.79,0.09,0.17,"nei",-0.363736216329935,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0711",0.24,4.16,0.79,0.86,"abrB",0.116395589225579,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0712",-0.47,8.44,0.06,0.12,"gltA",-0.227941362233426,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0714",3.84,7.48,0,0,"sdhC",1.86232942760927,"HeLa-RNAseq","Amplified"
"SL1344_0716",2.76,8.29,0,0,"sdhA",1.33854927609416,"HeLa-RNAseq","Amplified"
"SL1344_0717",2.39,8.04,0,0,"sdhB",1.15910607603806,"HeLa-RNAseq","Amplified"
"SL1344_0719",-0.61,9.66,0.01,0.02,"sucB",-0.295838789281681,"HeLa-RNAseq","Attenuated"
"SL1344_0720",-1.04,9.42,0,0,"sucC",-0.504380886644177,"HeLa-RNAseq","Attenuated"
"SL1344_0721",-1.93,8.72,0,0,"sucD",-0.936014530022366,"HeLa-RNAseq","Attenuated"
"SL1344_0722",-0.54,9.01,0.03,0.07,"cydA",-0.261890075757553,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0723",-0.24,8.52,0.34,0.46,"cydB",-0.116395589225579,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0726",-0.68,6.52,0.07,0.13,"ybgC",-0.329787502805808,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0727",-0.23,7.52,0.44,0.56,"tolQ",-0.111545773007847,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0728",0.37,7.18,0.28,0.4,"tolR",0.179443200056101,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0729",0.18,7.19,0.58,0.69,"tolA",0.0872966919191844,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0731",-0.52,9.6,0.02,0.06,"pal",-0.252190443322088,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0732",0.2,7.86,0.53,0.64,"ybgF",0.0969963243546494,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0733",-0.54,4.99,0.52,0.63,"nadA",-0.261890075757553,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0734",-0.14,5.47,0.81,0.87,"pnuC",-0.0678974270482546,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0735",-0.61,4.52,0.28,0.4,"ybgR",-0.295838789281681,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0736",-1.82,5.05,0,0.01,"ybgS",-0.882666551627309,"HeLa-RNAseq","Attenuated"
"SL1344_0737",-0.29,7.76,0.25,0.37,"aroG",-0.140644670314242,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0738",2.97,4.2,0,0,"SL1344_0738",1.44039541666654,"HeLa-RNAseq","Amplified"
"SL1344_0739",2.46,4.66,0,0,"SL1344_0739",1.19305478956219,"HeLa-RNAseq","Amplified"
"SL1344_0740",0.58,4.62,0.34,0.47,"SL1344_0740",0.281289340628483,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0741",2.1,3.71,0.07,0.14,"SL1344_0741",1.01846140572382,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0746",2.04,4.21,0.05,0.1,"SL1344_0746",0.989362508417424,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0747",2.24,4.97,0,0,"SL1344_0747",1.08635883277207,"HeLa-RNAseq","Amplified"
"SL1344_0748",1.83,4.39,0.03,0.07,"SL1344_0748",0.887516367845042,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0749",-0.53,9.53,0.01,0.04,"gpmA",-0.257040259539821,"HeLa-RNAseq","Attenuated"
"SL1344_0750",0.37,5.66,0.4,0.52,"galM",0.179443200056101,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0751",0.25,5.66,0.54,0.65,"galK",0.121245405443312,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0752",0.12,4.58,0.84,0.89,"galT",0.0581977946127896,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0753",1.06,5.52,0.05,0.11,"galE",0.514080519079642,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0754",-1.78,3.99,0.2,0.31,"SL1344_0754",-0.86326728675638,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0755",-1.56,7.62,0,0,"modF",-0.756571329966265,"HeLa-RNAseq","Attenuated"
"SL1344_0756",-0.16,5.64,0.74,0.81,"modE",-0.0775970594837195,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0758",0.88,7.53,0,0.01,"modA",0.426783827160457,"HeLa-RNAseq","Amplified"
"SL1344_0759",0.8,6.88,0.01,0.04,"modB",0.387985297418598,"HeLa-RNAseq","Amplified"
"SL1344_0760",0.54,6.64,0.07,0.14,"modC",0.261890075757553,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0761",0.47,4.87,0.36,0.48,"ybhA",0.227941362233426,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0762",0.68,6.59,0.05,0.11,"ybhE",0.329787502805808,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0763",-0.62,6.04,0.13,0.22,"ybhC",-0.300688605499413,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0764",2.62,6.62,0,0,"hutI",1.27065184904591,"HeLa-RNAseq","Amplified"
"SL1344_0765",2.6,5.89,0,0,"hutG",1.26095221661044,"HeLa-RNAseq","Amplified"
"SL1344_0766",2.41,5.49,0,0,"hutC",1.16880570847353,"HeLa-RNAseq","Amplified"
"SL1344_0767",4.44,7.46,0,0,"hutU",2.15331840067322,"HeLa-RNAseq","Amplified"
"SL1344_0768",2.79,7.19,0,0,"hutH",1.35309872474736,"HeLa-RNAseq","Amplified"
"SL1344_0769",3.5,6.53,0,0,"ybhB",1.69743567620636,"HeLa-RNAseq","Amplified"
"SL1344_0770",3.96,8.22,0,0,"bioA",1.92052722222206,"HeLa-RNAseq","Amplified"
"SL1344_0771",4.56,7.73,0,0,"bioB",2.21151619528601,"HeLa-RNAseq","Amplified"
"SL1344_0772",4.2,6.99,0,0,"bioF",2.03692281144764,"HeLa-RNAseq","Amplified"
"SL1344_0773",4.15,6.71,0,0,"bioC",2.01267373035898,"HeLa-RNAseq","Amplified"
"SL1344_0774",4.55,6.54,0,0,"bioDa",2.20666637906827,"HeLa-RNAseq","Amplified"
"SL1344_0775",-0.25,8.57,0.31,0.43,"uvrB",-0.121245405443312,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0776",0.51,8.77,0.02,0.05,"slrP",0.247340627104356,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0777",-2.27,5.37,0,0,"ybhK",-1.10090828142527,"HeLa-RNAseq","Attenuated"
"SL1344_0778",-3.65,5.28,0,0,"moaA",-1.77018291947235,"HeLa-RNAseq","Attenuated"
"SL1344_0779",-0.61,4.47,0.31,0.44,"moaB",-0.295838789281681,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0780",-0.71,3.61,0.45,0.57,"moaC",-0.344336951459005,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0782",-1.63,4.11,0.1,0.17,"moaE",-0.790520043490392,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0783",-0.49,7.23,0.07,0.14,"ybhL",-0.237640994668891,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0785",-2.66,3.49,0.36,0.48,"SL1344_0785",-1.29005111391684,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0786",-3.96,3.48,0.15,0.24,"SL1344_0786",-1.92052722222206,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0787",0.85,5.12,0.09,0.17,"ybhN",0.41223437850726,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0788",-0.23,4.24,0.77,0.84,"ybhO",-0.111545773007847,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0789",1.43,3.88,0.09,0.16,"ybhP",0.693523719135743,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0790",3.43,8.52,0,0,"ybhQ",1.66348696268224,"HeLa-RNAseq","Amplified"
"SL1344_0791",0.46,5.91,0.18,0.29,"ybhR",0.223091546015694,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0792",-0.02,5.71,0.95,0.97,"ybhS",-0.00969963243546494,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0793",0.04,6.46,0.9,0.93,"ybhF",0.0193992648709299,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0794",-0.15,6.09,0.65,0.75,"SL1344_0794",-0.072747243265987,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0795",-0.64,5.35,0.16,0.26,"ybiH",-0.310388237934878,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0796",-2.22,6.73,0,0,"rhlE",-1.07665920033661,"HeLa-RNAseq","Attenuated"
"SL1344_0797",-1.09,7.22,0,0,"dinG",-0.528629967732839,"HeLa-RNAseq","Attenuated"
"SL1344_0798",-0.07,5.84,0.85,0.9,"ybiB",-0.0339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0801",-1.26,5.36,0.08,0.14,"ybiN",-0.611076843434291,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0802",-0.05,5.69,0.92,0.94,"ybiO",-0.0242490810886623,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0803",0.26,7.67,0.4,0.52,"glnQ",0.126095221661044,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0804",0.16,7.23,0.63,0.73,"glnP",0.0775970594837195,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0805",0.28,9.51,0.25,0.37,"glnH",0.135794854096509,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0806",1.55,8.59,0,0,"dps",0.751721513748533,"HeLa-RNAseq","Amplified"
"SL1344_0807",-1.3,4.53,0.05,0.11,"ybiF",-0.630476108305221,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0808",-1.28,10.03,0,0,"ompX",-0.620776475869756,"HeLa-RNAseq","Attenuated"
"SL1344_0809",-0.12,5.58,0.8,0.86,"ybiP",-0.0581977946127896,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0810",0.06,6.22,0.9,0.93,"SL1344_0810",0.0290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0811",-0.22,6.67,0.62,0.72,"ybiR",-0.106695956790114,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0812",-1.33,6.57,0,0,"ybiS",-0.645025556958418,"HeLa-RNAseq","Attenuated"
"SL1344_0813",-0.06,8.8,0.77,0.84,"ybiT",-0.0290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0814",-0.94,5.76,0.45,0.57,"SL1344_0814",-0.455882724466852,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0817",-1.13,3.93,0.28,0.4,"ybiU",-0.548029232603769,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0818",-1.76,6.89,0,0,"ybiV(1)",-0.853567654320915,"HeLa-RNAseq","Attenuated"
"SL1344_0819",1.46,3.9,0.29,0.42,"pflF",0.70807316778894,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0821",-0.13,5.09,0.82,0.87,"moeB",-0.0630476108305221,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0822",-0.57,5.82,0.18,0.29,"moeA",-0.276439524410751,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0823",-1.08,6.14,0.01,0.03,"ybiK",-0.523780151515107,"HeLa-RNAseq","Attenuated"
"SL1344_0824",-0.74,6.23,0.08,0.15,"yliA",-0.358886400112203,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0825",0.51,5.49,0.24,0.36,"yliB",0.247340627104356,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0826",0.16,4.86,0.75,0.82,"yliC",0.0775970594837195,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0827",-0.72,4.63,0.26,0.38,"yliD",-0.349186767676738,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0828",-0.67,6.31,0.08,0.16,"rimO",-0.324937686588075,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0829",3.62,7.34,0,0,"bssR",1.75563347081915,"HeLa-RNAseq","Amplified"
"SL1344_0832",3.33,5.54,0,0,"SL1344_0832",1.61498880050491,"HeLa-RNAseq","Amplified"
"SL1344_0833",2.21,6.02,0,0,"SL1344_0833",1.07180938411888,"HeLa-RNAseq","Amplified"
"SL1344_0834",1.49,5.8,0.01,0.02,"SL1344_0834",0.722622616442138,"HeLa-RNAseq","Amplified"
"SL1344_0835",5.74,8.12,0,0,"SL1344_0835",2.78379450897844,"HeLa-RNAseq","Amplified"
"SL1344_0836",3.9,6.98,0,0,"SL1344_0836",1.89142832491566,"HeLa-RNAseq","Amplified"
"SL1344_0837",1.26,5.01,0.2,0.31,"yliI",0.611076843434291,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0838",0.63,7.03,0.04,0.09,"yliJ",0.305538421717146,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0839",3.01,8.13,0,0,"dacC",1.45979468153747,"HeLa-RNAseq","Amplified"
"SL1344_0840",-0.55,7.19,0.1,0.19,"deoR",-0.266739891975286,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0841",1.89,6.7,0,0,"ybjG",0.916615265151437,"HeLa-RNAseq","Amplified"
"SL1344_0842",0.26,5.83,0.62,0.72,"mdfA",0.126095221661044,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0843",-1.03,5.26,0.05,0.1,"SL1344_0843",-0.499531070426444,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0844",-2.12,6.33,0,0,"SL1344_0844",-1.02816103815928,"HeLa-RNAseq","Attenuated"
"SL1344_0845",-1.3,4.51,0.14,0.23,"SL1344_0845",-0.630476108305221,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0846",-1.75,6.93,0,0,"SL1344_0846",-0.848717838103182,"HeLa-RNAseq","Attenuated"
"SL1344_0847",-2.52,4.69,0,0.01,"ybjM",-1.22215368686858,"HeLa-RNAseq","Attenuated"
"SL1344_0850",0.17,5.15,0.73,0.81,"mdaA",0.082446875701452,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0852",-0.75,5.46,0.12,0.21,"rimK",-0.363736216329935,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0853",-0.27,5.31,0.59,0.7,"ybjN",-0.130945037878777,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0854",0.27,6.62,0.43,0.55,"potF",0.130945037878777,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0855",1.05,5.85,0.01,0.03,"potG",0.509230702861909,"HeLa-RNAseq","Amplified"
"SL1344_0856",0.25,4.77,0.7,0.79,"potH",0.121245405443312,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0857",0.32,5.62,0.45,0.57,"potI",0.155194118967439,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0858",0.07,5.37,0.9,0.93,"ybjO",0.0339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0859",-1.81,6.29,0,0,"rumB",-0.877816735409577,"HeLa-RNAseq","Attenuated"
"SL1344_0860",2.45,3.94,0.03,0.08,"SL1344_0860",1.18820497334446,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0862",0.13,4.88,0.86,0.9,"SL1344_0862",0.0630476108305221,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0863",0.24,8.17,0.63,0.73,"artJ",0.116395589225579,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0864",-1.04,7.57,0,0,"artM",-0.504380886644177,"HeLa-RNAseq","Attenuated"
"SL1344_0865",-1.79,7.86,0,0.01,"artQ",-0.868117102974112,"HeLa-RNAseq","Attenuated"
"SL1344_0866",-1.25,7.42,0,0,"artI",-0.606227027216559,"HeLa-RNAseq","Attenuated"
"SL1344_0867",-2.32,8.32,0,0,"artP",-1.12515736251393,"HeLa-RNAseq","Attenuated"
"SL1344_0868",-0.14,4.43,0.82,0.87,"ybjP",-0.0678974270482546,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0869",1.9,7.22,0,0,"SL1344_0869",0.921465081369169,"HeLa-RNAseq","Amplified"
"SL1344_0870",2.43,6.95,0,0,"ybjR",1.17850534090899,"HeLa-RNAseq","Amplified"
"SL1344_0871",-0.75,5.06,0.16,0.26,"SL1344_0871",-0.363736216329935,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0872",-0.19,5.14,0.7,0.78,"ybjT",-0.0921465081369169,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0873",-0.01,6.39,0.98,0.99,"ltaA",-0.00484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0874",1.46,5.81,0,0.01,"poxB",0.70807316778894,"HeLa-RNAseq","Amplified"
"SL1344_0875",-0.7,5.5,0.29,0.41,"hcr",-0.339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0876",-1.7,5.64,0.01,0.02,"hcp",-0.82446875701452,"HeLa-RNAseq","Attenuated"
"SL1344_0877",-1.73,6.1,0,0,"ybjE",-0.839018205667717,"HeLa-RNAseq","Attenuated"
"SL1344_0878",-1.36,6.29,0,0,"ybjD",-0.659575005611616,"HeLa-RNAseq","Attenuated"
"SL1344_0879",1.55,8.74,0,0,"ybjX",0.751721513748533,"HeLa-RNAseq","Amplified"
"SL1344_0880",2.25,8.74,0,0,"ybjY",1.09120864898981,"HeLa-RNAseq","Amplified"
"SL1344_0881",1.83,8.57,0,0,"ybjZ",0.887516367845042,"HeLa-RNAseq","Amplified"
"SL1344_0883",0.43,9.1,0.07,0.14,"clpS",0.208542097362496,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0884",1.4,10.76,0,0,"clpA",0.678974270482546,"HeLa-RNAseq","Amplified"
"SL1344_0886",2.98,4.84,0,0,"SL1344_0886",1.44524523288428,"HeLa-RNAseq","Amplified"
"SL1344_0887",0.57,4.16,0.55,0.65,"SL1344_0887",0.276439524410751,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0888",-0.59,4.3,0.51,0.62,"SL1344_0888",-0.286139156846216,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0889",1.27,4.04,0.18,0.29,"SL1344_0889",0.615926659652024,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0890",-0.99,5.72,0.23,0.34,"SL1344_0890",-0.480131805555514,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0893",-0.75,4.54,0.16,0.26,"aat",-0.363736216329935,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0894",-1.01,6.12,0.01,0.01,"cydC",-0.489831437990979,"HeLa-RNAseq","Attenuated"
"SL1344_0895",-1.38,6.88,0,0,"cydD",-0.669274638047081,"HeLa-RNAseq","Attenuated"
"SL1344_0896",1.33,8.91,0,0,"trxB",0.645025556958418,"HeLa-RNAseq","Amplified"
"SL1344_0897",-0.44,9.29,0.04,0.08,"lrp",-0.213391913580229,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0898",-0.53,9.48,0.01,0.03,"ftsK",-0.257040259539821,"HeLa-RNAseq","Attenuated"
"SL1344_0900",-0.45,7.37,0.13,0.22,"ycaJ",-0.218241729797961,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0902",1.27,4.96,0.03,0.07,"dmsA",0.615926659652024,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0903",1.29,3.32,0.37,0.49,"dmsB",0.625626292087489,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0904",3.75,5.01,0,0,"dmsC",1.81868108164968,"HeLa-RNAseq","Amplified"
"SL1344_0905",1.24,5.46,0.02,0.06,"ycaD",0.601377210998826,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0906",3.93,6.11,0,0,"ycaM",1.90597777356886,"HeLa-RNAseq","Amplified"
"SL1344_0907",0.06,7.27,0.83,0.89,"pflA",0.0290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0908",-1.08,5.38,0.02,0.06,"SL1344_0908",-0.523780151515107,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0909",6.82,11.67,0,0,"sopD2",3.30757466049354,"HeLa-RNAseq","Amplified"
"SL1344_0910",-0.1,9.86,0.67,0.76,"pflB",-0.0484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0911",-1.46,7.33,0,0,"focA",-0.70807316778894,"HeLa-RNAseq","Attenuated"
"SL1344_0912",0.2,7.77,0.46,0.57,"ycaO",0.0969963243546494,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0913",-0.58,4.1,0.41,0.54,"ycaP",-0.281289340628483,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0914",-0.27,7.19,0.36,0.48,"serC",-0.130945037878777,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0915",-0.31,6.5,0.33,0.45,"aroA",-0.150344302749707,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0916",-0.51,4.94,0.31,0.43,"ycaL",-0.247340627104356,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0920",0.23,5.84,0.72,0.8,"rec2",0.111545773007847,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0923",-0.18,5.4,0.73,0.8,"ycaQ",-0.0872966919191844,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0926",0.93,5.99,0.04,0.09,"SL1344_0926",0.45103290824912,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0927",-0.68,4.36,0.42,0.54,"ycbC",-0.329787502805808,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0928",-0.46,6.18,0.26,0.38,"smtA",-0.223091546015694,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0930",-0.25,6.26,0.51,0.62,"mukE",-0.121245405443312,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0931",0.37,9.39,0.09,0.16,"mukB",0.179443200056101,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0932",0.72,8.1,0.01,0.02,"ycbB",0.349186767676738,"HeLa-RNAseq","Amplified"
"SL1344_0933",1.21,8.92,0,0,"ycbK",0.586827762345629,"HeLa-RNAseq","Amplified"
"SL1344_0934",1.12,8.42,0,0,"ycbL",0.543179416386037,"HeLa-RNAseq","Amplified"
"SL1344_0935",-0.42,7.96,0.09,0.17,"aspC",-0.203692281144764,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0936",-3.47,8.35,0,0,"ompF",-1.68288622755317,"HeLa-RNAseq","Attenuated"
"SL1344_0938",0.68,4.26,0.31,0.43,"SL1344_0938",0.329787502805808,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0939",0.81,3.63,0.51,0.62,"dpaL",0.39283511363633,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0940",-0.63,3.97,0.7,0.78,"SL1344_0940",-0.305538421717146,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0941",-2.14,6.59,0,0,"pncB",-1.03786067059475,"HeLa-RNAseq","Attenuated"
"SL1344_0942",-0.39,7.85,0.13,0.22,"SL1344_0942",-0.189142832491566,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0946",1.04,4.04,0.2,0.32,"recEa",0.504380886644177,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0952",0.66,3.48,0.66,0.75,"SL1344_0952",0.320087870370343,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0955",-3.38,3.69,0.01,0.02,"SL1344_0955",-1.63923788159357,"HeLa-RNAseq","Attenuated"
"SL1344_0958",-1.9,6.55,0,0,"SL1344_0958",-0.921465081369169,"HeLa-RNAseq","Attenuated"
"SL1344_0959",-4.22,4.26,0.11,0.19,"ninG",-2.0466224438831,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0961",0.63,4.61,0.65,0.75,"SL1344_0961",0.305538421717146,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0962",-1.78,5.98,0,0,"SL1344_0962",-0.86326728675638,"HeLa-RNAseq","Attenuated"
"SL1344_0964",-1.55,5.68,0.03,0.07,"SL1344_0964",-0.751721513748533,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0965",-3.21,3.68,0.01,0.02,"gtgA",-1.55679100589212,"HeLa-RNAseq","Attenuated"
"SL1344_0968",0.63,4.08,0.49,0.61,"SL1344_0968",0.305538421717146,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0969",0.73,5.1,0.26,0.38,"SL1344_0969",0.35403658389447,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0971",0.44,5.36,0.43,0.55,"SL1344_0971",0.213391913580229,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0972",1.88,5.25,0,0.01,"SL1344_0972",0.911765448933704,"HeLa-RNAseq","Amplified"
"SL1344_0973",0.8,3.09,0.53,0.64,"SL1344_0973",0.387985297418598,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0975",-1.5,3.33,0.33,0.45,"SL1344_0975",-0.72747243265987,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0976",2.43,3.46,0.02,0.05,"SL1344_0976",1.17850534090899,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0977",0.75,4.06,0.43,0.55,"SL1344_0977",0.363736216329935,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0980",0.36,6.12,0.37,0.49,"SL1344_0980",0.174593383838369,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0981",1.31,4.22,0.13,0.22,"SL1344_0981",0.635325924522953,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0982",0.89,4.92,0.13,0.22,"SL1344_0982",0.43163364337819,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0983",4.45,10.09,0,0,"sodCa",2.15816821689095,"HeLa-RNAseq","Amplified"
"SL1344_0984",0.69,3.46,0.47,0.59,"SL1344_0984",0.33463731902354,"HeLa-RNAseq","FDR>=0.05"
"SL1344_0985",1,3.61,0.32,0.45,"SL1344_0985",0.484981621773247,"HeLa-RNAseq","FDR>=0.05"
