locus_tag,gene_name,start,end,strand,read_count,ins_index,gene_length,ins_count,function,call
STMMW_04801,STMMW_04801,506203,506895,1,264,0.145743145743146,693,101,putative deoR-family transcriptional regulator,not required
STMMW_04811,yajD,507065,507412,1,121,0.135057471264368,348,47,conserved hypothetical protein,not required
STMMW_04821,STMMW_04821,507660,507986,-1,103,0.165137614678899,327,54,conserved hypothetical protein,not required
STMMW_04831,tsx,508041,508904,-1,359,0.131944444444444,864,114,nucleoside-specific channel-forming protein tsx precursor,not required
STMMW_04841,yajI,509204,509743,-1,293,0.174074074074074,540,94,putative lipoprotein,not required
STMMW_04851,nrdR,509895,510344,1,97,0.108888888888889,450,49,conserved hypothetical protein,not required
STMMW_04861,ribD,510348,511451,1,15,0.0072463768115942,1104,8,riboflavin biosynthesis protein RibD,required
STMMW_04871,ribH,511540,512010,1,0,0,471,0,"6,7-dimethyl-8-ribityllumazine synthase (riboflavin synthase beta chain)",required
STMMW_04881,nusB,512031,512450,1,4,0.00476190476190476,420,2,N utilization substance protein B,required
STMMW_04891,thiL,512529,513506,1,7,0.00204498977505112,978,2,thiamine-monophosphate kinase,required
STMMW_04901,pgpA,513484,513999,1,207,0.153100775193798,516,79,phosphatidylglycerophosphatase A,not required
STMMW_04911,yajO,514103,515077,-1,406,0.161025641025641,975,157,putative oxidoreductase,not required
STMMW_04921,dxs,515134,516996,-1,35,0.0112721417069243,1863,21,1-deoxyxylulose-5-phosphate synthase,required
STMMW_04931,ispA,517020,517919,-1,4,0.00444444444444444,900,4,geranyltranstransferase,required
STMMW_04941,xseB,517920,518162,-1,10,0.037037037037037,243,9,exodeoxyribonuclease small subunit,required
STMMW_04951,thiI,518372,519820,1,389,0.130434782608696,1449,189,thiamine biosynthesis protein ThiI,not required
STMMW_04961,phnV,519864,520661,-1,811,0.363408521303258,798,290,probable membrane component of 2- aminoethylphosphonate transporter,not required
STMMW_04971,phnU,520664,521524,-1,646,0.300813008130081,861,259,probable membrane component of 2- aminoethylphosphonate transporter,not required
STMMW_04981,phnT,521527,522636,-1,816,0.262162162162162,1110,291,probable ATP-binding component of 2- aminoethylphosphonate transporter,not required
STMMW_04991,phnS,522642,523586,-1,466,0.185185185185185,945,175,probable periplasmic binding component of 2- aminoethylphosphonate transporter,not required
STMMW_05001,phnR,523853,524572,-1,478,0.265277777777778,720,191,probable regulator of 2-aminoethylphosphonate uptake and metabolism operon,not required
STMMW_05011,phnW,524712,525815,1,974,0.250905797101449,1104,277,2-aminoethylphosphonate:pyruvate aminotransferase,not required
STMMW_05021,phnX,525822,526634,1,296,0.13530135301353,813,110,phosphonoacetaldehyde phosphonohydrolase,not required
STMMW_05031,thiJ,526731,527321,-1,188,0.125211505922166,591,74,4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis (ThiJ) protein,not required
STMMW_05041,apbA,527284,528195,-1,512,0.199561403508772,912,182,2-dehydropantoate 2-reductase,not required
STMMW_05051,yajQ,528303,528812,1,131,0.127450980392157,510,65,conserved hypothetical protein,not required
STMMW_05061,yajR,528859,530208,-1,357,0.127407407407407,1350,172,hpothetical major facilitator family transport protein,not required
STMMW_05071,STMMW_05071,530451,530612,-1,157,0.339506172839506,162,55,,not required
STMMW_05081,STMMW_05081,530760,532271,1,921,0.194444444444444,1512,294,putative exported protein,not required
STMMW_05091,STMMW_05091,532493,533776,1,576,0.194704049844237,1284,250,conserved hypothetical protein,not required
STMMW_05101,cyoE,533858,534748,-1,238,0.171717171717172,891,153,cytochrome o ubiquinol oxidase C subunit,not required
STMMW_05111,cyoD,534760,535089,-1,74,0.0939393939393939,330,31,cytochrome o ubiquinol oxidase C subunit,not required
STMMW_05121,cyoC,535089,535604,-1,165,0.141472868217054,516,73,cytochrome o ubiquinol oxidase subunit III,not required
STMMW_05131,cyoB,535693,537684,-1,801,0.18574297188755,1992,370,cytochrome O ubiquinol oxidase subunit I,not required
STMMW_05141,cyoA,537695,538651,-1,660,0.258098223615465,957,247,cytochrome o ubiquinol oxidase subunit II,not required
STMMW_05151,ampG,539104,540579,-1,960,0.249322493224932,1476,368,AmpG protein,not required
STMMW_05161,yajG,540623,541255,-1,416,0.285939968404423,633,181,putative lipoprotein,not required
STMMW_05171,bolA,541505,541822,1,158,0.248427672955975,318,79,BolA protein,not required
STMMW_05181,tig,542169,543467,1,470,0.160123171670516,1299,208,trigger factor,not required
STMMW_05191,clpP,543714,544337,1,0,0,624,0,ATP-dependent Clp protease proteolytic subunit,required
STMMW_05201,clpX,544589,545860,1,11,0.00628930817610063,1272,8,ATP-dependent Clp protease ATP-binding subunit ClpX,required
STMMW_05211,lon,546046,548400,1,547,0.0369426751592357,2355,87,Lon protease,required
STMMW_05221,hupB,548609,548881,1,215,0.296703296703297,273,81,DNA-binding protein Hu-beta,not required
STMMW_05231,cypD,549172,551043,1,1062,0.228632478632479,1872,428,peptidyl-prolyl cis-trans isomerase D,not required
STMMW_05241,comE1,551193,551567,1,345,0.349333333333333,375,131,putative exported protein,not required
STMMW_05251,ybaW,551671,552069,1,338,0.283208020050125,399,113,conserved hypothetical protein,not required
STMMW_05261,ybaX,552175,552870,-1,601,0.285919540229885,696,199,conserved hypothetical protein,not required
STMMW_05271,ybaE,552935,554635,-1,1686,0.338624338624339,1701,576,Putative solute-binding protein,not required
STMMW_05281,cof,554736,555554,1,940,0.336996336996337,819,276,conserved hypothetical protein,not required
STMMW_05291,STMMW_05291,555604,556659,-1,890,0.319128787878788,1056,337,putative lyase,not required
STMMW_05301,ybaO,556772,557230,1,467,0.350762527233115,459,161,hypothetical transcriptional regulator,not required
STMMW_05311,mdlA,557271,559043,1,1991,0.319796954314721,1773,567,putative ABC transporter ATP-binding membrane protein,not required
STMMW_05321,mdlB,559036,560817,1,1869,0.315937149270483,1782,563,putative ABC transporter ATP-binding membrane protein,not required
STMMW_05331,glnK,561030,561368,1,330,0.339233038348083,339,115,nitrogen regulatory protein P-II,not required
STMMW_05341,amtB,561400,562686,1,1215,0.286713286713287,1287,369,probable ammonium transporter,not required
STMMW_05351,tesB,562786,563646,-1,355,0.186991869918699,861,161,acyl-CoA thioesterase II,not required
STMMW_05361,ybaY,563861,564430,1,471,0.305263157894737,570,174,conserved hypothetical lipoprotein,not required
STMMW_05371,ybaZ,564463,564852,-1,195,0.256410256410256,390,100,putative methylated-DNA methyltransferase,not required
STMMW_05381,ylaB,565083,566633,-1,879,0.226950354609929,1551,352,hypothetical 58.9 kDa protein in tesb-hha intergenic region. Contains probable N-terminal signal sequence,not required
STMMW_05391,rpmE2,566858,567118,1,106,0.172413793103448,261,45,putative 50S ribosomal protein L31 (second copy),not required
STMMW_05401,rpmJa,567124,567264,1,27,0.0638297872340425,141,9,putative 50S ribosomal protein L36 (second copy),ambiguous
STMMW_05411,ylaC,567320,567790,-1,174,0.169851380042463,471,80,putative membrane protein,not required
STMMW_05421,maa,567907,568458,-1,629,0.382246376811594,552,211,maltose O-acetyltransferase,not required
STMMW_05431,hha,568637,568855,-1,158,0.378995433789954,219,83,haemolysin expression modulating protein,not required
STMMW_05441,ybaJ,568883,569257,-1,464,0.48,375,180,conserved hypothetical protein,not required
STMMW_05451,acrB,569753,572902,-1,1882,0.232698412698413,3150,733,acriflavin resistance protein B,not required
STMMW_05461,acrA,572925,574118,-1,827,0.252931323283082,1194,302,acriflavin resistance protein A precursor,not required
STMMW_05471,acrR,574260,574913,1,567,0.325688073394495,654,213,potential acrAB operon repressor,not required
STMMW_05481,aefA,575032,578394,1,2332,0.267023490930717,3363,898,integral membrane protein AefA,not required
STMMW_05491,STMMW_05491,578436,579371,-1,673,0.287393162393162,936,269,conserved hypothetical protein,not required
STMMW_05501,ybaM,579441,579608,-1,52,0.125,168,21,conserved hypothetical protein,not required
STMMW_05511,priC,579622,580137,-1,217,0.170542635658915,516,88,primosomal replication protein n,not required
STMMW_05521,STMMW_05521,580218,580595,1,183,0.206349206349206,378,78,putative membrane protein,not required
STMMW_05531,apt,580748,581299,1,153,0.123188405797101,552,68,adenine phosphoribosyltransferase,not required
STMMW_05541,dnaX,581413,583341,1,10,0.0031104199066874,1929,6,DNA polymerase III subunits gamma and tau,required
STMMW_05551,ybaB,583363,583716,1,129,0.166666666666667,354,59,conserved hypothetical protein,not required
STMMW_05561,recR,583716,584321,1,258,0.16996699669967,606,103,recombination protein RecR,not required
STMMW_05571,htpG,584408,586306,1,1188,0.230647709320695,1899,438,heat shock protein HtpG,not required
STMMW_05581,adk,586547,587191,1,1,0.00155038759689922,645,1,adenylate kinase,required
STMMW_05591,hemH,587420,588382,1,12,0.00726895119418484,963,7,ferrochelatase,required
STMMW_05601,aes,588379,589350,-1,1000,0.320987654320988,972,312,acetyl esterase,not required
STMMW_05611,gsk,589503,590807,1,832,0.226053639846743,1305,295,inosine-guanosine kinase,not required
STMMW_05621,ybaL,590856,592532,-1,724,0.183064997018485,1677,307,putative transport protein,not required
STMMW_05631,fsr,592747,593967,-1,622,0.205569205569206,1221,251,fosmidomycin resistance protein,not required
STMMW_05641,ushA,594140,595792,1,1357,0.307320024198427,1653,508,UDP-sugar hydrolase,not required
STMMW_05651,ybaK,595909,596388,-1,123,0.133333333333333,480,64,conserved hypothetical protein,not required
STMMW_05661,ybaP,596590,597384,-1,432,0.2,795,159,conserved hypothetical protein,not required
STMMW_05671,STMMW_05671,597470,598297,-1,275,0.128019323671498,828,106,probable secreted protein,not required
STMMW_05681,copA,598451,600952,-1,1976,0.271782573940847,2502,680,copper-transporting ATPase,not required
STMMW_05691,cueR,601062,601478,1,171,0.158273381294964,417,66,copper efflux regulator,not required
STMMW_05701,ybbJ,601479,601931,-1,360,0.262693156732892,453,119,putative membrane protein,not required
STMMW_05711,ybbK,601928,602845,-1,568,0.212418300653595,918,195,putative membrane protein,not required
STMMW_05721,ybbL,602992,603669,1,937,0.457227138643068,678,310,putative ABC transporter ATP-binding protein,not required
STMMW_05731,ybbM,603656,604435,1,599,0.301282051282051,780,235,putative membrane protein,not required
STMMW_05741,ybbN,604521,605375,-1,729,0.314619883040936,855,269,thioredoxin-like protein,not required
STMMW_05751,ybbO,605435,606205,-1,554,0.247730220492866,771,191,hypothetical oxidoreductase,not required
STMMW_05761,tesA,606360,606974,-1,392,0.282926829268293,615,174,acyl-coA thioesterase I,not required
STMMW_05771,ybbA,606945,607631,1,675,0.280931586608443,687,193,hypothetical ABC transporter ATP-binding protein,not required
STMMW_05781,ybbP,607628,610042,1,1289,0.210351966873706,2415,508,putative membrane protein,not required
STMMW_05791,STMMW_05791,610228,611361,1,565,0.192239858906526,1134,218,outer membrane protein,not required
STMMW_05801,sfbA,611618,612448,1,366,0.178098676293622,831,148,lipoprotein,not required
STMMW_05811,sfbB,612485,613501,1,516,0.204523107177974,1017,208,ABC transporter ATP-binding protein,not required
STMMW_05821,sfbC,613494,614153,1,332,0.212121212121212,660,140,ABC transporter integral membrane protein,not required
STMMW_05831,ybbB,614192,615286,-1,399,0.146118721461187,1095,160,hypothetical ATP-binding protein,not required
STMMW_05841,ybbS,615356,616282,-1,329,0.158576051779935,927,147,hypothetical lysR-family transcriptional regulator,not required
STMMW_05851,allA,616509,616991,1,109,0.113871635610766,483,55,ureidoglycolate hydrolase,not required
STMMW_05861,allR,617070,617888,1,307,0.134310134310134,819,110,negative regulator of allantoin and glyoxylate utilization operons,not required
STMMW_05871,gcl,617973,619754,1,1040,0.160493827160494,1782,286,glyoxylate carboligase,not required
STMMW_05881,gip,619767,620543,1,389,0.191763191763192,777,149,glyoxylate-induced protein,not required
STMMW_05891,garRa,620644,621522,1,696,0.303754266211604,879,267,2-hydroxy-3-oxopropionate reductase,not required
STMMW_05901,STMMW_05901,621579,622835,1,874,0.275258552108194,1257,346,putative permease,not required
STMMW_05911,allP,622931,623965,1,363,0.161352657004831,1035,167,,not required
STMMW_05921,ybbY,624189,625487,1,968,0.283294842186297,1299,368,putative permease protein,not required
STMMW_05931,glxK,625510,626658,1,488,0.17319408181027,1149,199,glycerate kinase 1,not required
STMMW_05941,ylbA,626738,627523,-1,811,0.370229007633588,786,291,putative glyoxylate utilization,not required
STMMW_05951,allC,627534,628769,-1,634,0.175566343042071,1236,217,allantoate amidohydrolase,not required
STMMW_05961,allD,628791,629840,-1,683,0.242857142857143,1050,255,ureidoglycolate dehydrogenase,not required
STMMW_05971,fdrA,630171,631835,1,583,0.162762762762763,1665,271,"putative acyl-CoA synthetase, involved in protein transport",not required
STMMW_05981,ylbE,631845,633104,1,595,0.163492063492063,1260,206,conserved hypothetical protein,not required
STMMW_05991,ylbF,633116,633925,1,534,0.25679012345679,810,208,conserved hypothetical protein,not required
STMMW_06001,arcC,633929,634822,1,530,0.213646532438479,894,191,carbamate kinase,not required
STMMW_06011,purK,634863,635930,-1,518,0.197565543071161,1068,211,phosphoribosylaminoimidazole carboxylase ATPase subunit,not required
STMMW_06021,purE,635927,636436,-1,194,0.158823529411765,510,81,phosphoribosylaminoimidazole carboxylase catalytic subunit,not required
STMMW_06031,lpxH,636554,637276,-1,11,0.0110650069156293,723,8,conserved hypothetical protein,required
STMMW_06041,ppiB,637279,637773,-1,2,0.00404040404040404,495,2,peptidyl-prolyl cis-trans isomerase B,required
STMMW_06051,cysS,637946,639331,1,849,0.246753246753247,1386,342,cysteinyl-tRNA synthetase,not required
STMMW_06061,STMMW_06061,639375,640199,-1,375,0.176969696969697,825,146,putative exported outer membrane protein,not required
STMMW_06071,STMMW_06071,640196,640633,-1,272,0.221461187214612,438,97,putative exported protein,not required
STMMW_06081,ybcI,640626,641171,-1,233,0.173992673992674,546,95,putative membrane protein,not required
STMMW_06091,ybcJ,641299,641511,-1,124,0.244131455399061,213,52,conserved hypothetical protein,not required
STMMW_06101,folD,641513,642379,-1,13,0.0115340253748558,867,10,FolD bifunctional protein [includes: methylenetetrahydrofolate dehydrogenase,required
STMMW_06111,fimA,642926,643483,1,639,0.376344086021505,558,210,"type-1 fimbrial protein, a chain precursor",not required
STMMW_06121,fimI,643559,644092,1,342,0.215355805243446,534,115,major pilin protein,not required
STMMW_06131,fimC,644136,644828,1,531,0.32034632034632,693,222,fimbrial chaperone protein,not required
STMMW_06141,fimD,644859,647471,1,1631,0.222349789513969,2613,581,outer membrane usher protein FimD precursor,not required
STMMW_06151,fimH,647486,648493,1,447,0.214285714285714,1008,216,FimH protein precursor,not required
STMMW_06161,fimF,648503,649021,1,289,0.198458574181118,519,103,putative fimbrial protein,not required
STMMW_06171,fimZ,649067,649699,-1,164,0.0789889415481833,633,50,probable transcriptional regulator (FimXZ protein),not required
STMMW_06181,fimY,650303,651025,-1,846,0.426002766251729,723,308,fimbriae Y protein,not required
STMMW_06191,STMMW_06191,651044,651355,-1,144,0.201923076923077,312,63,hypothetical protein,not required
STMMW_06201,fimW,651517,652113,-1,258,0.25963149078727,597,155,fimbriae w protein,not required
STMMW_06211,STMMW_06211,652585,652875,-1,198,0.285223367697594,291,83,,not required
STMMW_06221,STMMW_06221,653010,653228,-1,518,0.319634703196347,219,70,transposase,not required
STMMW_06231,STMMW_06231,653615,655267,-1,221,0.0798548094373866,1653,132,,not required
STMMW_06241,gtrBa,655248,656174,-1,595,0.280474649406688,927,260,bactoprenol glucosyl transferase,not required
STMMW_06251,gtrAa,656171,656533,-1,435,0.377410468319559,363,137,bactoprenol-linked glucose translocase,not required
STMMW_06261,STMMW_06261,657401,657730,-1,350,0.478787878787879,330,158,,not required
STMMW_06271,cusA,657779,658018,1,84,0.120833333333333,240,29,,not required
STMMW_06281,ykgD,658069,658923,-1,646,0.224561403508772,855,192,hypothetical araC-family transcriptional regulator,not required
STMMW_06291,ykgC,659139,660464,1,825,0.19683257918552,1326,261,probable pyridine nucleotide-disulfide oxidoreductase,not required
STMMW_06301,STMMW_06301,660621,660857,1,90,0.215189873417722,237,51,hypothetical secreted protein,not required
STMMW_06311,ykgB,660870,661430,1,534,0.402852049910873,561,226,putative membrane protein,not required
STMMW_06321,STMMW_06321,661509,662684,-1,366,0.135204081632653,1176,159,conserved hypothetical protein,not required
STMMW_06331,pheP,663010,664404,1,631,0.162007168458781,1395,226,phenylalanine-specific permease,not required
STMMW_06341,ybdG,664446,665693,-1,1370,0.37900641025641,1248,473,putative membrane protein,not required
STMMW_06351,apeE,666004,667974,1,1247,0.241501775748351,1971,476,outer membrane esterase,not required
STMMW_06361,STMMW_06361,668141,670870,1,1566,0.202930402930403,2730,554,similar to lmo0785 protein (sigma 54-associated activator),not required
STMMW_06371,STMMW_06371,670998,671984,-1,627,0.253292806484296,987,250,similar to a putative phospohtase isomerase,not required
STMMW_06381,STMMW_06381,672051,673094,-1,476,0.218390804597701,1044,228,Putative GTP Binding protein,not required
STMMW_06391,STMMW_06391,673127,673981,-1,335,0.170760233918129,855,146,putative mannose specific permease,not required
STMMW_06401,STMMW_06401,673984,674658,-1,284,0.155555555555556,675,105,putative mannose specific permease,not required
STMMW_06411,STMMW_06411,674742,675212,-1,158,0.16135881104034,471,76,putative mannose specific permease,not required
STMMW_06421,STMMW_06421,675190,675639,-1,161,0.142222222222222,450,64,putative protein,not required
STMMW_06431,nfnB,675839,676492,-1,354,0.223241590214067,654,146,oxygen-insensitive NAD(P)H nitroreductase,not required
STMMW_06441,ybdF,676589,676957,-1,279,0.252032520325203,369,93,conserved hypothetical protein,not required
STMMW_06451,ramR,676957,677538,-1,315,0.221649484536082,582,129,putative TetR-family transcriptional regulator,not required
STMMW_06461,ramA,677827,678168,1,184,0.201754385964912,342,69,transcriptional activator RamA,not required
STMMW_06472,ybdJ,678174,678422,-1,116,0.124497991967871,249,31,putative membrane protein,not required
STMMW_06481,ybdK,678489,679607,-1,502,0.193923145665773,1119,217,conserved hypothetical protein,not required
STMMW_06491,entD,679619,680323,-1,280,0.171631205673759,705,121,enterobactin synthetase component D,not required
STMMW_06501,fepA,680369,682624,-1,1403,0.209219858156028,2256,472,ferrienterobactin receptor precursor,not required
STMMW_06511,fes,682813,684027,1,465,0.120164609053498,1215,146,enterochelin esterase,not required
STMMW_06521,ybdZ,684058,684276,1,78,0.178082191780822,219,39,conserved hypothetical protein,not required
STMMW_06531,entF,684273,688157,1,1004,0.110939510939511,3885,431,enterobactin synthetase component F,not required
STMMW_06541,fepE,688407,689543,1,870,0.260334212840809,1137,296,ferric enterobactin transport protein,not required
STMMW_06551,fepC,689596,690390,-1,17,0.020125786163522,795,16,ferric enterobactin transport ATP-binding protein FepC,required
STMMW_06561,fepG,690387,691376,-1,19,0.0121212121212121,990,12,ferric enterobactin transport protein FepG,required
STMMW_06571,fepD,691376,692383,-1,18,0.0148809523809524,1008,15,ferric enterobactin transport protein FepD,required
STMMW_06581,ybdA,692494,693738,1,584,0.177510040160643,1245,221,hypothetical membrane protein p43,not required
STMMW_06591,fepB,693801,694757,-1,18,0.0177638453500522,957,17,ferrienterobactin-binding periplasmic protein precursor,required
STMMW_06601,entC,695066,696241,1,502,0.146258503401361,1176,172,isochorismate synthase EntC,not required
STMMW_06611,entE,696251,697861,1,553,0.143389199255121,1611,231,"2,3-dihydroxybenzoate-AMP ligase",not required
STMMW_06621,entB,697875,698732,1,411,0.177156177156177,858,152,isochorismatase,not required
STMMW_06631,entA,698732,699487,1,273,0.164021164021164,756,124,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",not required
STMMW_06641,ybdB,699490,699903,1,267,0.195652173913043,414,81,conserved hypothetical protein,not required
STMMW_06651,cstAa,700085,702190,1,1286,0.229819563152896,2106,484,carbon starvation protein A,not required
STMMW_06661,ybdD,702254,702451,1,87,0.186868686868687,198,37,conserved hypothetical protein,not required
STMMW_06671,ybdH,702487,703575,-1,754,0.243342516069789,1089,265,putative oxidoreductase,not required
STMMW_06681,ybdL,703702,704862,1,408,0.161068044788975,1161,187,putative aminotransferase,not required
STMMW_06691,ybdM,704863,705480,-1,291,0.181229773462783,618,112,conserved hypothetical protein,not required
STMMW_06701,ybdN,705453,706688,-1,719,0.194174757281553,1236,240,conserved hypothetical protein,not required
STMMW_06711,ybdO,706854,707756,-1,196,0.149501661129568,903,135,putative LysR-family transcriptional regulator,not required
STMMW_06721,dsbG,708073,708819,-1,260,0.195448460508701,747,146,thiol:disulfide interchange protein DsbG precursor,not required
STMMW_06731,ahpC,709260,709823,1,258,0.148936170212766,564,84,alkyl hydroperoxide reductase C22 protein,not required
STMMW_06741,ahpF,710065,711630,1,917,0.208173690932312,1566,326,alkyl hydroperoxide reductase F52A protein (subunit F),not required
STMMW_06751,STMMW_06751,711962,712522,1,187,0.18716577540107,561,105,conserved hypothetical protein,not required
STMMW_06761,STMMW_06761,712515,714794,1,1530,0.259649122807018,2280,592,molybdopterin-containing oxidoreductase catalytic subunit,not required
STMMW_06771,STMMW_06771,714791,715348,1,565,0.288530465949821,558,161,molybdopterin-containing oxidoreductase iron- sulfur subunit,not required
STMMW_06781,STMMW_06781,715348,716115,1,645,0.274739583333333,768,211,molybdopterin-containing oxidoreductase membrane anchor subunit,not required
STMMW_06791,ybdQ,716183,716611,-1,522,0.412587412587413,429,177,conserved hypothetical protein,not required
STMMW_06801,ybdR,716834,718072,1,757,0.201775625504439,1239,250,hypothetical zinc-dependant alcohol dehydrogenase,not required
STMMW_06811,rnk,718155,718565,-1,274,0.228710462287105,411,94,regulator of nucleoside diphosphate kinase,not required
STMMW_06821,rna,718800,719606,-1,457,0.231722428748451,807,187,ribonuclease I precursor,not required
STMMW_06831,citT,719716,721179,-1,1344,0.331967213114754,1464,486,citrate carrier,not required
STMMW_06841,citG,721217,722113,-1,679,0.246376811594203,897,221,citg protein,not required
STMMW_06851,citX,722085,722636,-1,539,0.304347826086957,552,168,probable apo-citrate lyase phosphoribosyl- dephospho-coa transferase (ec 2.7.7.61) (holo-acp synthase) (holo-citrate lyase synthase) (apo-acp nucleodityltransferase),not required
STMMW_06861,citF,722640,724169,-1,1153,0.252287581699346,1530,386,citrate lyase alpha chain,not required
STMMW_06871,citE,724179,725087,-1,408,0.182618261826183,909,166,citrate lyase beta chain,not required
STMMW_06881,citD,725084,725380,-1,245,0.225589225589226,297,67,citrate lyase acyl carrier protein,not required
STMMW_06891,citC,725377,726453,-1,1039,0.232126276694522,1077,250,[citrate (PRO-3S)-lyase] ligase,not required
STMMW_06901,citA,726838,728499,1,1066,0.245487364620939,1662,408,twp component sensor kinase DpiB,not required
STMMW_06911,citB,728468,729148,1,563,0.325991189427313,681,222,transcriptional regulator,not required
STMMW_06921,dcuC,729202,730455,-1,999,0.240031897926635,1254,301,C4-dicarboxylate anaerobic carrier,not required
STMMW_06931,pagP,730966,731538,1,560,0.418848167539267,573,240,antimicrobial peptide resistance and lipid A acylation protein,not required
STMMW_06941,cspE,731726,731935,1,58,0.128571428571429,210,27,cold shock-like protein cspE,not required
STMMW_06951,ccrB,731993,732376,-1,29,0.046875,384,18,putative membrane protein,required
STMMW_06961,ybeM,732467,733255,1,197,0.120405576679341,789,95,possible hydrolase,not required
STMMW_06971,tatE,733384,733587,1,77,0.147058823529412,204,30,Sec-independent protein translocase protein,not required
STMMW_06981,lipA,733673,734638,-1,12,0.0082815734989648,966,8,lipoic acid synthetase,required
STMMW_06991,ybeF,734844,735797,-1,966,0.30083857442348,954,287,LysR-family transcriptional regulator,not required
STMMW_07001,lipB,736099,736674,-1,32,0.0451388888888889,576,26,lipoate-protein ligase B (lipoate biosynthesis protein B),required
STMMW_07011,ybeD,736840,737103,-1,23,0.0681818181818182,264,18,conserved hypothetical protein,ambiguous
STMMW_07021,dacA,737212,738423,-1,434,0.160891089108911,1212,195,D-alanine carboxypeptidase,not required
STMMW_07031,rlpA,738563,739708,-1,706,0.241710296684119,1146,277,rare lipoprotein A precursor,not required
STMMW_07041,mrdB,739719,740831,-1,14,0.0107816711590297,1113,12,rod shape-determining protein RodA,required
STMMW_07051,mrdA,740834,742735,-1,21,0.00946372239747634,1902,18,penicillin-binding protein,required
STMMW_07061,ybeA,742766,743233,-1,158,0.211538461538462,468,99,conserved hypothetical protein,not required
STMMW_07071,ybeB,743237,743554,-1,124,0.20440251572327,318,65,conserved hypothetical protein,not required
STMMW_07081,cobC,743883,744491,-1,720,0.220032840722496,609,134,alpha-ribazole-5'-phosphate phosphatase,not required
STMMW_07091,cobD,744588,745682,1,712,0.224657534246575,1095,246,putative aminotransferase CobD,not required
STMMW_07101,nadD,745657,746298,-1,78,0.0373831775700935,642,24,conserved hypothetical protein,required
STMMW_07111,holA,746300,747331,-1,50,0.0251937984496124,1032,26,"DNA polymerase III, delta subunit",required
STMMW_07121,rlpB,747331,747921,-1,5,0.00846023688663283,591,5,rare lipoprotein B precursor,required
STMMW_07131,leuS,747936,750518,-1,73,0.00425861401471158,2583,11,leucyl-tRNA synthetase,required
STMMW_07141,STMMW_07141,750755,751096,1,107,0.108187134502924,342,37,putative hydrolase N-terminus,not required
STMMW_07151,STMMW_07151,751113,752285,1,1151,0.302642796248934,1173,355,putative hydrolase C-terminus,not required
STMMW_07161,STMMW_07161,752404,753288,1,930,0.414689265536723,885,367,probable permease,not required
STMMW_07171,STMMW_07171,753356,755284,1,1918,0.334370139968896,1929,645,putative sigma-54 dependent transcriptional regulator,not required
STMMW_07181,ybeL,755377,755850,1,239,0.191983122362869,474,91,conserved hypothetical protein,not required
STMMW_07191,ybeQ,755889,756884,-1,1764,0.412650602409639,996,411,conserved hypothetical protein,not required
STMMW_07201,ybeR,757009,757716,1,645,0.351694915254237,708,249,conserved hypothetical protein,not required
STMMW_07211,ybeS,757713,759146,1,1384,0.331938633193863,1434,476,putative membrane protein,not required
STMMW_07221,ybeU,759158,759851,1,714,0.345821325648415,694,240,putative conserved hypothetical protein (pseudogene),not required
STMMW_07231,ybeV,759851,761323,1,1336,0.311608961303462,1473,459,,not required
STMMW_07241,hscC,761345,763024,-1,1290,0.252380952380952,1680,424,chaperone heat shock protein,not required
STMMW_07251,STMMW_07251,763100,764338,-1,508,0.183212267958031,1239,227,putative conserved hypothetical protein,not required
STMMW_07261,rihA,764370,765305,-1,458,0.183760683760684,936,172,probable nucleoside hydrolase,not required
STMMW_07271,gltL,765422,766147,-1,634,0.293388429752066,726,213,glutamate/aspartate transport ATP-binding protein GltL,not required
STMMW_07281,gltK,766147,766821,-1,431,0.231111111111111,675,156,glutamate/aspartate transport system permease protein GltK,not required
STMMW_07291,gltJ,766821,767561,-1,504,0.282051282051282,741,209,glutamate/aspartate transport system permease protein GltJ,not required
STMMW_07301,gltI,767721,768647,-1,506,0.212513484358145,927,197,ABC transporter periplasmic binding protein (glutamate/aspartate?),not required
STMMW_07311,lnt,768984,770522,-1,28,0.00974658869395711,1539,15,apolipoprotein N-acyltransferase,required
STMMW_07321,ybeX,770542,771420,-1,273,0.162684869169511,879,143,haemolysin-related protein,not required
STMMW_07331,ybeY,771578,772051,-1,71,0.0759493670886076,474,36,conserved hypothetical protein,ambiguous
STMMW_07341,phoL,772048,773133,-1,236,0.112338858195212,1086,122,PhoH-like ATP-binding protein,not required
STMMW_07351,miaB,773299,774723,-1,988,0.243508771929825,1425,347,MiaB protein (putative tRNA-thiotransferase (or tRNA-methylthiotransferase)),not required
STMMW_07361,ubiF,774867,776042,1,16,0.00595238095238095,1176,7,putative monooxygenase,required
STMMW_07371,STMMW_07371,776109,776684,-1,255,0.145833333333333,576,84,putative exported protein,not required
STMMW_07381,asnB,777751,779415,-1,1277,0.264864864864865,1665,441,asparagine synthetase B,not required
STMMW_07391,nagD,779705,780457,-1,465,0.232403718459495,753,175,NagD protein,not required
STMMW_07401,nagC,780504,781724,-1,530,0.191646191646192,1221,234,N-acetylglucosamine repressor,not required
STMMW_07411,nagA,781729,782883,-1,188,0.108225108225108,1155,125,N-acetylglucosamine-6-phosphate deacetylase,not required
