"locus_tag","Molecule","FDR","logFC","gene_name","genefunc","COG","description","theme"
"SL1344_0449","Chromosome",0.0332814803786712,-1.45503501877966,"ybaX","Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0))","F","Nucleotide transport and metabolism","Metabolism"
"SL1344_0450","Chromosome",0.911756713079698,-0.227039757452799,"ybaE","Sugar transport-related sRNA regulator N-term","S","Function Unknown","Poorly characterised"
"SL1344_0451","Chromosome",0.647190582628486,-0.566020171695436,"cof","Catalyzes the hydrolysis of 4-amino-2-methyl-5- hydroxymethylpyrimidine pyrophosphate (HMP-PP) to 4-amino-2- methyl-5-hydroxymethylpyrimidine phosphate (HMP-P)","S","Function Unknown","Poorly characterised"
"SL1344_0454","Chromosome",0.945621482386411,-0.20419746593817,"mdlA","ABC transporter transmembrane region","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0455","Chromosome",0.888318734831914,0.301213634697849,"mdlB","ABC transporter transmembrane region","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0457","Chromosome",0.594245517875437,-0.644699387080493,"amtB","Ammonium Transporter Family","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0458","Chromosome",0.759666980804428,-0.452853365836218,"tesB","Thioesterase-like superfamily","I","Lipid transport and metabolism","Metabolism"
"SL1344_0462","Chromosome",0.724291519057484,-0.588534529288213,"rpmE2","Ribosomal protein L31","J"," Translation, ribosomal structure and biogenesis","Information storage and processing"
"SL1344_0464","Chromosome",0.728681297724126,0.526306442390839,"ylaC","Inner membrane protein YlaC","S","Function Unknown","Poorly characterised"
"SL1344_0465","Chromosome",0.96839876937531,-0.122013646424532,"maa","Maltose acetyltransferase","S","Function Unknown","Poorly characterised"
"SL1344_0467","Chromosome",0.189867542732138,1.67906713023614,"ybaJ","Biofilm formation regulator YbaJ","S","Function Unknown","Poorly characterised"
"SL1344_0468","Chromosome",0.0722888185630216,1.40105372185463,"acrB","AcrB/AcrD/AcrF family","V","Defense mechanisms","Cellular processes and signaling"
"SL1344_0469","Chromosome",0.930731822619222,-0.182377452144822,"acrA","HlyD membrane-fusion protein of T1SS","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_0470","Chromosome",0.646753128288663,-0.579924333993457,"acrR","MAATS-type transcriptional repressor, C-terminal region","K","Transcription","Information storage and processing"
"SL1344_0471","Chromosome",0.583246337699969,-0.627599926761439,"aefA","Mechanosensitive ion channel inner membrane domain 1","DM","Cell cycle control, cell division, chromosome partitioning;Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_0474","Chromosome",0.455001839316643,0.876661825719487,"priC","Primosomal replication protein priC","L","Replication, recombination and repair ","Information storage and processing"
"SL1344_0476","Chromosome",0.31635280870147,-1.38306844541735,"apt","Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis","F","Nucleotide transport and metabolism","Metabolism"
"SL1344_0478","Chromosome",0.0287532457810795,-2.20513960210852,"ybaB","Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection","S","Function Unknown","Poorly characterised"
"SL1344_0480","Chromosome",0.74299692984519,-0.463004724954795,"htpG","Molecular chaperone. Has ATPase activity","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling"
"SL1344_0483","Chromosome",0.731934202856474,-0.471507241809427,"aes","Displays esterase activity towards short chain fatty esters (acyl chain length of up to 8 carbons). Able to hydrolyze triacetylglycerol (triacetin) and tributyrylglycerol (tributyrin), but not trioleylglycerol (triolein) or cholesterol oleate. Negatively regulates MalT activity by antagonizing maltotriose binding. Inhibits MelA galactosidase activity","I","Lipid transport and metabolism","Metabolism"
"SL1344_0484","Chromosome",0.50523803838971,0.775405556499823,"gsk","pfkB family carbohydrate kinase","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0485","Chromosome",0.327076961420911,1.94705769099782,"ybaL","Sodium/hydrogen exchanger family","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0486","Chromosome",0.974653397454747,0.102285613494902,"fsr","Major Facilitator Superfamily","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0487","Chromosome",0.341730562350193,0.948313084279288,"ushA","5'-nucleotidase, C-terminal domain","F","Nucleotide transport and metabolism","Metabolism"
"SL1344_0488","Chromosome",0.930788254152419,0.222449398615659,"ybaK","Aminoacyl-tRNA editing domain","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_0489","Chromosome",0.675116615643613,-0.556861262777387,"ybaP","TraB family","S","Function Unknown","Poorly characterised"
"SL1344_0490","Chromosome",0.543755691673825,0.727710148530849,"SL1344_0490","Pfam:DUF1311","S","Function Unknown","Poorly characterised"
"SL1344_0491","Chromosome",0.57887720778812,-0.642793899355372,"copA","Heavy-metal-associated domain","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0494","Chromosome",0.429594669931388,0.839790324896391,"ybbK","prohibitin homologues","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling"
"SL1344_0495","Chromosome",0.207046011701067,1.14457906994544,"ybbL","ATPase family associated with various cellular activities (AAA)","S","Function Unknown","Poorly characterised"
"SL1344_0496","Chromosome",0.942126190463283,-0.157606600138394,"ybbM","Uncharacterised protein family (UPF0014)","S","Function Unknown","Poorly characterised"
"SL1344_0497","Chromosome",0.990412605107764,0.110856229683484,"ybbN","F plasmid transfer operon protein","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling"
"SL1344_0498","Chromosome",0.970323665526161,0.121059691035683,"ybbO","Fungal family of unknown function (DUF1776)","S","Function Unknown","Poorly characterised"
"SL1344_0499","Chromosome",0.918096122156784,0.25891111035249,"tesA","GDSL-like Lipase/Acylhydrolase family","E","Amino acid transport and metabolism","Metabolism"
"SL1344_0501","Chromosome",0.774936749592969,0.475565541772171,"ybbP","FtsX-like permease family","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism"
"SL1344_0504","Chromosome",0.745725478079229,0.754351255340202,"sfbB","Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0505","Chromosome",0.847591519782724,0.399626753170274,"sfbC","Binding-protein-dependent transport system inner membrane component","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0506","Chromosome",0.705503530915805,0.564249980744453,"ybbB","Catalyzes the transfer of selenium from selenophosphate for conversion of 2-thiouridine to 2-selenouridine at the wobble position in tRNA","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_0507","Chromosome",0.367290719592313,0.940382286318409,"ybbS","LysR substrate binding domain","K","Transcription","Information storage and processing"
"SL1344_0510","Chromosome",0.825845508753813,-0.354984872970168,"gcl","Thiamine pyrophosphate enzyme, N-terminal TPP binding domain","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_0511","Chromosome",0.590074443485213,0.711290862576265,"gip","Xylose isomerase-like TIM barrel","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0512","Chromosome",0.0133680999537522,1.7631575735031,"garRa","Catalyzes the reduction of tatronate semialdehyde to D- glycerate","I","Lipid transport and metabolism","Metabolism"
"SL1344_0513","Chromosome",0.470972056654487,0.813665310615614,"SL1344_0513","Major facilitator Superfamily","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0515","Chromosome",0.811266738195717,0.417520355539204,"allP","Allantoin transport protein","FH","Nucleotide transport and metabolism;Coenzyme transport and metabolism","Metabolism"
"SL1344_0516","Chromosome",0.0647140761817895,-1.3309085260132,"allB","Catalyzes the reversible hydrolysis of the amide bond within dihydroorotate. This metabolic intermediate is required for the biosynthesis of pyrimidine nucleotides","F","Nucleotide transport and metabolism","Metabolism"
"SL1344_0517","Chromosome",0.783489152066585,-0.439054712411128,"ybbY","Xanthine uracil","F","Nucleotide transport and metabolism","Metabolism"
"SL1344_0518","Chromosome",0.819418262265743,0.410693003076559,"glxK","Glycerate kinase family","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0520","Chromosome",0.598526503032701,0.679052400816605,"allC","the allantoate amidohydrolase from Escherichia coli forms a dimer and binds zinc ions for catalytic activity and catalyzes the conversion of allantoate to (S)-ureidoglycolate and ammonia","E","Amino acid transport and metabolism","Metabolism"
"SL1344_0521","Chromosome",0.380199497812716,-0.837489423554575,"allD","Malate/L-lactate dehydrogenase","C","Energy production and conversion","Metabolism"
"SL1344_0522","Chromosome",0.689804329512197,0.592361435669562,"fdrA","CoA-ligase","C","Energy production and conversion","Metabolism"
"SL1344_0523","Chromosome",0.476040676746201,-1.05170438658704,"ylbE","Protein of unknown function (DUF1116)","C","Energy production and conversion","Metabolism"
"SL1344_0524","Chromosome",0.721149176986176,-0.50764821520876,"ylbF","Protein of unknown function (DUF2877)","S","Function Unknown","Poorly characterised"
"SL1344_0525","Chromosome",0.755203174518862,-0.454578910479872,"arcC","Amino acid kinase family","E","Amino acid transport and metabolism","Metabolism"
"SL1344_0531","Chromosome",0.312357116849513,-0.897549944698117,"SL1344_0531","Uncharacterized protein conserved in bacteria (DUF2145)","S","Function Unknown","Poorly characterised"
"SL1344_0538","Chromosome",0.787582654377248,0.447873444026648,"fimC","Pili assembly chaperone PapD, C-terminal domain","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_0539","Chromosome",0.0254265764789766,-1.50218796408379,"fimD","PapC C-terminal domain","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling"
"SL1344_0540","Chromosome",0.815258568803339,1.00340627271906,"fimH","Fimbrial protein","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling"
"SL1344_0541","Chromosome",0.165783140616636,1.25707607227136,"fimF","Fimbrial protein","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling"
"SL1344_0542","Chromosome",0.0436035119365596,1.54933791242937,"fimZ","helix_turn_helix, Lux Regulon","K","Transcription","Information storage and processing"
"SL1344_0543","Chromosome",0.500782766714232,0.792411451864397,"fimY","response regulator","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling"
"SL1344_0545","Chromosome",0.902799242822679,0.284845558973249,"fimW","luxR family","K","Transcription","Information storage and processing"
"SL1344_0546","Chromosome",0.452594885810679,-0.750796316002224,"SL1344_0546","Integrase core domain","L","Replication, recombination and repair ","Information storage and processing"
"SL1344_0547","Chromosome",0.962661214519674,0.154320215065634,"SL1344_0547","-","-","no category","no theme"
"SL1344_0548","Chromosome",0.425639468247291,1.76202090985374,"gtrBa","Glycosyl transferase family 2","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_0549","Chromosome",0.180759759826332,-1.0698169590136,"gtrAa","Involved in O antigen modification. Involved in the translocation of bactoprenol-linked glucose across the cytoplasmic membrane","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling"
"SL1344_0550","Chromosome",0.28821842617926,1.02925358663808,"SL1344_0550","member of a two-component regulatory system","T","Signal transduction mechanisms","Cellular processes and signaling"
"SL1344_0551","Chromosome",0.877202631383216,-0.288248085645152,"ykgD","AraC family transcriptional regulator","K","Transcription","Information storage and processing"
"SL1344_0552","Chromosome",0.647281910544525,0.643114377679693,"ykgC","Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain","C","Energy production and conversion","Metabolism"
"SL1344_0554","Chromosome",0.656010677318123,0.638740282289756,"ykgB","Protein of unknown function, DUF417","S","Function Unknown","Poorly characterised"
"SL1344_0555","Chromosome",0.132571627378997,-1.1679596733202,"SL1344_0555","Heat shock protein DnaJ domain protein","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling"
"SL1344_0556","Chromosome",0.339540201055879,-0.87443664622333,"pheP","Amino acid permease","E","Amino acid transport and metabolism","Metabolism"
"SL1344_0557","Chromosome",0.785468216733091,0.47246679090166,"ybdG","Mechanosensitive ion channel","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_0558","Chromosome",0.285107396369304,1.45876785063029,"apeE","Autotransporter beta-domain","IN","Lipid transport and metabolism;Cell motility","Metabolism;Cellular processes and signaling"
"SL1344_0559","Chromosome",0.0857282376237001,-1.30311405069191,"SL1344_0559","transcriptional regulator","K","Transcription","Information storage and processing"
"SL1344_0560","Chromosome",0.663062153776689,0.612801356857689,"SL1344_0560","SIS domain","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0561","Chromosome",0.662303952993317,0.629827863703723,"SL1344_0561","SIS domain","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_0562","Chromosome",0.688236299484587,0.585298661818399,"manZ","PTS system mannose/fructose/sorbose family IID component","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0565","Chromosome",0.444385675174231,0.879799532628842,"SL1344_0565","PTS system fructose IIA component","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0566","Chromosome",0.951901513659861,0.298536847440094,"nfnB","Nitroreductase family","C","Energy production and conversion","Metabolism"
"SL1344_0567","Chromosome",0.881729698012231,0.314106425407162,"ybdF","YjbR","S","Function Unknown","Poorly characterised"
"SL1344_0568","Chromosome",0.00731787912370454,-2.25939548512757,"ramR","Bacterial regulatory proteins, tetR family","K","Transcription","Information storage and processing"
"SL1344_0569","Chromosome",0.971824034049318,-0.0808007719988374,"ramA","Helix-turn-helix domain","K","Transcription","Information storage and processing"
"SL1344_0570","Chromosome",0.939210777537775,0.203752008052223,"ybdJ","Protein of unknown function (DUF1158)","S","Function Unknown","Poorly characterised"
"SL1344_0571","Chromosome",0.684472528957727,0.604130827165108,"ybdK","ATP-dependent carboxylate-amine ligase which exhibits weak glutamate--cysteine ligase activity","F","Nucleotide transport and metabolism","Metabolism"
"SL1344_0572","Chromosome",0.903743020847041,-0.240834034684505,"entD","4'-phosphopantetheinyl transferase superfamily","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_0573","Chromosome",0.745600180434211,-0.460956424353729,"fepA","TonB-dependent Receptor Plug Domain","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_0574","Chromosome",0.74284009808732,-0.497314657068242,"fes","Domain of unknown function (DUF3327)","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0576","Chromosome",0.89169165321263,-0.26170643244141,"entF","Condensation domain","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism"
"SL1344_0577","Chromosome",0.216190627545465,-1.09627707634879,"fepE","Chain length determinant protein","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_0579","Chromosome",0.000148914282646274,-2.36649176340188,"fepG","FecCD transport family","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0581","Chromosome",0.855329795961229,0.964626316133342,"ybdA","Exports the siderophore enterobactin out of the cell","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism"
"SL1344_0583","Chromosome",0.723858249180005,-0.487853141213445,"entC","chorismate binding enzyme","HQ","Coenzyme transport and metabolism;Secondary metabolites biosynthesis, transport, and catabolism","Metabolism"
"SL1344_0584","Chromosome",0.223190456234878,-1.25711045647015,"entE","AMP-binding enzyme C-terminal domain","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism"
"SL1344_0585","Chromosome",0.636739142814135,-0.639917816340731,"entB","Phosphopantetheine attachment site","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism"
"SL1344_0587","Chromosome",0.917113324143477,-0.217170247283978,"ybdB","Required for optimal enterobactin synthesis. Acts as a proofreading enzyme that prevents EntB misacylation by hydrolyzing the thioester bound existing between EntB and wrongly charged molecules","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism"
"SL1344_0588","Chromosome",0.920525411443445,-0.256406511692964,"cstAa","5TM C-terminal transporter carbon starvation CstA","T","Signal transduction mechanisms","Cellular processes and signaling"
"SL1344_0590","Chromosome",0.568686374005665,0.752924716761179,"ybdH","Iron-containing alcohol dehydrogenase","C","Energy production and conversion","Metabolism"
"SL1344_0591","Chromosome",0.69965425236993,-0.532155018834928,"ybdL","Cys/Met metabolism PLP-dependent enzyme","E","Amino acid transport and metabolism","Metabolism"
"SL1344_0593","Chromosome",0.934009893331947,0.211055848529771,"ybdN","Domain of unknown function (DUF3440)","S","Function Unknown","Poorly characterised"
"SL1344_0594","Chromosome",0.545021955878717,1.30369783283852,"ybdO","LysR substrate binding domain","K","Transcription","Information storage and processing"
"SL1344_0595","Chromosome",0.887910098390955,0.442637057083765,"dsbG","Required for disulfide bond formation in some periplasmic proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling"
"SL1344_0596","Chromosome",0.84392884897073,-0.47203865799503,"ahpC","C-terminal domain of 1-Cys peroxiredoxin","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling"
"SL1344_0597","Chromosome",0.949308103946284,0.180480209997128,"ahpF","Thioredoxin domain","C","Energy production and conversion","Metabolism"
"SL1344_0598","Chromosome",0.0754803717703486,1.44137113534787,"SL1344_0598","Nitrate reductase delta subunit","S","Function Unknown","Poorly characterised"
"SL1344_0599","Chromosome",0.528321799978863,0.740310427759737,"SL1344_0599","Molydopterin dinucleotide binding domain","C","Energy production and conversion","Metabolism"
"SL1344_0600","Chromosome",0.703975725465362,-0.516851146688535,"SL1344_0600","4Fe-4S dicluster domain","C","Energy production and conversion","Metabolism"
"SL1344_0603","Chromosome",0.450541565183925,0.919330919074051,"ybdR","Alcohol dehydrogenase GroES-associated","E","Amino acid transport and metabolism","Metabolism"
"SL1344_0605","Chromosome",0.581391069977424,-0.680727092219847,"rna","Ribonuclease T2 family","J"," Translation, ribosomal structure and biogenesis","Information storage and processing"
"SL1344_0606","Chromosome",0.971221494422869,0.119397952302934,"citT","Sodium:sulfate symporter transmembrane region","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0608","Chromosome",0.943566114346771,0.758475101969372,"citX","Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase","HI","Coenzyme transport and metabolism;Lipid transport and metabolism","Metabolism"
"SL1344_0610","Chromosome",0.582164319221092,0.743301785481216,"citE","C-C_Bond_Lyase of the TIM-Barrel fold","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0611","Chromosome",0.741769429530285,-0.760921861807166,"citD","Covalent carrier of the coenzyme of citrate lyase","C","Energy production and conversion","Metabolism"
"SL1344_0612","Chromosome",0.23919198810911,1.12033816887563,"citC","Acetylation of prosthetic group (2-(5''-phosphoribosyl)- 3'-dephosphocoenzyme-A) of the gamma subunit of citrate lyase","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_0613","Chromosome",0.173602476033271,1.52690401012913,"citA","Single cache domain 3","T","Signal transduction mechanisms","Cellular processes and signaling"
"SL1344_0614","Chromosome",0.917113324143477,-0.21208376848592,"citB","Transcriptional regulator","K","Transcription","Information storage and processing"
"SL1344_0615","Chromosome",0.371822586691079,-0.84211984963768,"dcuC","C4-dicarboxylate anaerobic carrier","C","Energy production and conversion","Metabolism"
"SL1344_0622","Chromosome",0.0831126044512364,1.39431503968394,"ybeF","LysR substrate binding domain","K","Transcription","Information storage and processing"
"SL1344_0625","Chromosome",0.364163760232475,-1.32743053563636,"dacA","Penicillin-binding protein 5, C-terminal domain","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_0626","Chromosome",0.372337198730398,0.948094154903422,"rlpA","Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_0632","Chromosome",0.342085808582089,0.951600093061427,"cobD","O-2-phosphate, the precursor for the linkage between the nucleotide loop and the corrin ring in cobalamin","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_0638","Chromosome",0.40871408412553,-0.806159344383463,"SL1344_0638","D-galactarate dehydratase / Altronate hydrolase, C terminus","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0639","Chromosome",0.414934143548633,-0.812220822754033,"SL1344_0639","The 2-keto-3-deoxygluconate permease transports the degraded pectin products into the bacterial cell, where they serve as carbon and energy sources. This is a hydrogen coupled transport system","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling"
"SL1344_0640","Chromosome",0.363931210526624,1.00301835677053,"SL1344_0640","Propionate catabolism activator","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling"
"SL1344_0642","Chromosome",0.119538477149667,-1.43149739405207,"ybeQ","conserved hypothetical protein",NA,"no category","no theme"
"SL1344_0643","Chromosome",0.456122603469067,0.844492307047798,"ybeR","Protein of unknown function (DUF1266)","S","Function Unknown","Poorly characterised"
"SL1344_0644","Chromosome",0.906134525677369,0.54483136410731,"ybeS","PFAM heat shock protein DnaJ domain protein","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling"
"SL1344_0645","Chromosome",0.677546549051912,0.831773771451158,"ybeU","hypothetical conserved hypothetical protein (pseudogene)",NA,"no category","no theme"
"SL1344_0647","Chromosome",0.76438914370994,0.478920367293359,"ybeV","PFAM heat shock protein DnaJ domain protein","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling"
"SL1344_0648","Chromosome",0.616068434306799,0.67298221874067,"hscC","Heat shock 70 kDa protein","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling"
"SL1344_0649","Chromosome",0.456122603469067,0.860513452259338,"SL1344_0649","-","-","no category","no theme"
"SL1344_0650","Chromosome",0.873137254243168,0.330093963859647,"rihA","Hydrolyzes cytidine or uridine to ribose and cytosine or uracil, respectively","F","Nucleotide transport and metabolism","Metabolism"
"SL1344_0653","Chromosome",0.945291812687362,0.185062745955463,"gltJ","Binding-protein-dependent transport system inner membrane component","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0654","Chromosome",0.981236808185463,-0.0550145860666067,"gltI","Bacterial periplasmic substrate-binding proteins","ET","Amino acid transport and metabolism;Signal transduction mechanisms","Metabolism;Cellular processes and signaling"
"SL1344_0659","Chromosome",0.0493557906152231,-1.36693080069189,"miaB","Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine","J"," Translation, ribosomal structure and biogenesis","Information storage and processing"
"SL1344_0662","Chromosome",0.502094948918634,0.794390691188188,"asnB","Aluminium induced protein","E","Amino acid transport and metabolism","Metabolism"
"SL1344_0663","Chromosome",0.818599965805614,0.433249572369159,"nagD","Haloacid dehalogenase-like hydrolase","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0664","Chromosome",0.0926149528925203,-1.25793862832204,"nagC","ROK family","K","Transcription","Information storage and processing"
"SL1344_0666","Chromosome",3.04e-33,-9.24734674598542,"nagB","Catalyzes the reversible isomerization-deamination of glucosamine 6-phosphate (GlcN6P) to form fructose 6-phosphate (Fru6P) and ammonium ion","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0667","Chromosome",0.962661214519674,-0.113321956301992,"nagE","phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0669","Chromosome",0.522410012696115,0.745359601845461,"ybfM","outer membrane porin, OprD family","S","Function Unknown","Poorly characterised"
"SL1344_0671","Chromosome",0.860730192547381,-0.311421332370104,"SL1344_0671","Sugar (and other) transporter","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism"
"SL1344_0672","Chromosome",0.83120243548357,0.418457370130175,"SL1344_0672","With CitA (TcuA) catalyzes the oxidation of tricarballylate to cis-aconitate","C","Energy production and conversion","Metabolism"
"SL1344_0673","Chromosome",0.731747572654214,0.598734024576942,"SL1344_0673","FAD dependent oxidoreductase","C","Energy production and conversion","Metabolism"
"SL1344_0674","Chromosome",0.697921354141728,0.570872567128599,"SL1344_0674","LysR substrate binding domain","K","Transcription","Information storage and processing"
"SL1344_0677","Chromosome",0.831611018331977,-0.66361628467944,"ybfE","Ribbon-helix-helix protein, copG family","S","Function Unknown","Poorly characterised"
"SL1344_0678","Chromosome",0.728439036453284,-0.498243317259792,"ybfF","PGAP1-like protein","S","Function Unknown","Poorly characterised"
"SL1344_0679","Chromosome",1.79e-17,-5.54191101213458,"seqA","Negative regulator of replication initiation, which contributes to regulation of DNA replication and ensures that replication initiation occurs exactly once per chromosome per cell cycle. Binds to pairs of hemimethylated GATC sequences in the oriC region, thus preventing assembly of replication proteins and re- initiation at newly replicated origins. Repression is relieved when the region becomes fully methylated","L","Replication, recombination and repair ","Information storage and processing"
"SL1344_0680","Chromosome",6.97e-16,-7.5880408180392,"pgm","Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_0681","Chromosome",0.912677801879077,0.343588445504639,"SL1344_0681","Pyridoxamine 5'-phosphate oxidase","S","Function Unknown","Poorly characterised"
"SL1344_0682","Chromosome",0.361299661030876,-0.876953743534688,"potE","Catalyzes both the uptake and excretion of putrescine. The uptake of putrescine is dependent on the membrane potential and the excretion involves putrescine-ornithine antiporter activity","E","Amino acid transport and metabolism","Metabolism"
"SL1344_0683","Chromosome",0.766489981644967,-0.429794922991982,"speF","Orn/Lys/Arg decarboxylase, N-terminal domain","E","Amino acid transport and metabolism","Metabolism"
"SL1344_0684","Chromosome",0.323566378510628,1.20376697020654,"kdpE","Transcriptional regulatory protein, C terminal","K","Transcription","Information storage and processing"
"SL1344_0685","Chromosome",0.91759856428355,-0.207303934961237,"kdpD","Domain of unknown function (DUF4118)","T","Signal transduction mechanisms","Cellular processes and signaling"
"SL1344_0687","Chromosome",0.796093849586848,0.559011014184734,"kdpB","Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_0691","Chromosome",0.923064806454552,0.2336340408873,"ybgH","proton-dependent permease that transports dipeptides","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling"
"SL1344_0692","Chromosome",0.540036925005221,-0.675575986506486,"ybgI","NIF3 (NGG1p interacting factor 3)","S","Function Unknown","Poorly characterised"
"SL1344_0693","Chromosome",0.78823301390304,0.469307547475121,"ybgJ","Pfam:AHS1","E","Amino acid transport and metabolism","Metabolism"
"SL1344_0694","Chromosome",0.823974064539489,-0.366959587547246,"ybgK","Carboxyltransferase domain, subdomain A and B","E","Amino acid transport and metabolism","Metabolism"
"SL1344_0695","Chromosome",0.393421594970009,0.917810332092828,"ybgL","LamB/YcsF family","S","Function Unknown","Poorly characterised"
"SL1344_0696","Chromosome",0.596521125850349,0.912297374613434,"SL1344_0696","hypothetical protein",NA,"no category","no theme"
"SL1344_0698","Chromosome",0.653601707235522,-1.08810913073468,"SL1344_0698","-","-","no category","no theme"
"SL1344_0699","Chromosome",0.785610820817275,0.452909864534099,"SL1344_0699","indole-3-glycerol-phosphate synthase activity","E","Amino acid transport and metabolism","Metabolism"
"SL1344_0700","Chromosome",0.629021580094765,-0.587358323181611,"SL1344_0700","UDP-galactopyranose mutase","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_0702","Chromosome",0.611900268795317,0.660457769979618,"SL1344_0702","Glycosyl transferase family 2","S","Function Unknown","Poorly characterised"
"SL1344_0703","Chromosome",0.00798957053272995,-2.47931373381596,"SL1344_0703","Glycosyl transferase 4-like","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
