Node_1_oma_id,Node_1_gene_name,Node_1_old_locus_tag,Node_1_new_locus_tag,Node_1_new_kegg_id,Node_2_oma_id,Node_2_gene_name,Node_2_old_locus_tag,Node_2_new_locus_tag,Node_2_new_kegg_id,Node_1_orthology_group_id,Node_2_orthology_group_id,Int_source,Strain,Layer,MI-score,Interaction_detection_method
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS02688,SL1344_2700,SL1344_2700,SL1344_RS14055,-,OMA04467,OMA06006,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00116,leuO,SL1344_0115,SL1344_RS00585,-,SALTS03010,SL1344_3025,SL1344_3025,SL1344_RS15775,-,OMA01895,OMA03533,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS02462,shdA,SL1344_2474,SL1344_RS12885,-,OMA04394,OMA00007,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00565,SL1344_0568,SL1344_0568,SL1344_RS02930,-,SALTS03548,SL1344_3571,SL1344_3571,SL1344_RS18580,-,OMA03830,OMA03731,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS02687,SL1344_2699,SL1344_2699,SL1344_RS14050,-,OMA04467,OMA05615,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS03414,SL1344_3435,SL1344_3435,SL1344_RS17900,sey:SL1344_3435,OMA03453,OMA01352,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04411,hypT,SL1344_4442,SL1344_RS23145,-,SALTS00294,SL1344_0295,SL1344_0295,SL1344_RS01525,-,OMA02349,OMA04207,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00565,SL1344_0568,SL1344_0568,SL1344_RS02930,-,SALTS00294,SL1344_0295,SL1344_0295,SL1344_RS01525,-,OMA03830,OMA04207,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00565,SL1344_0568,SL1344_0568,SL1344_RS02930,-,SALTS01019,SL1344_1028,SL1344_1028,SL1344_RS05350,-,OMA03830,OMA05189,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03273,rpoN,SL1344_3292,SL1344_RS17150,-,SALTS02513,qseE,SL1344_2526,SL1344_RS13140,-,OMA00842,OMA00827,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01314,SL1344_1325,SL1344_1325,SL1344_RS06910,-,SALTS04424,symE,SL1344_4454,SL1344_RS23210,-,OMA03568,OMA04725,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04142,lexA,SL1344_4174,SL1344_RS21750,-,SALTS04424,symE,SL1344_4454,SL1344_RS23210,-,OMA03770,OMA04725,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00068,caiF,SL1344_0069,SL1344_RS00345,-,SALTS00071,caiC,SL1344_0072,SL1344_RS00360,sey:SL1344_0072,OMA04709,OMA00641,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02210,narP,SL1344_2222,SL1344_RS11540,-,SALTS02216,napH,SL1344_2227,SL1344_RS11595,sey:SL1344_2227,OMA03346,OMA02512,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS04447,SL1344_4477,SL1344_4477,SL1344_RS23325,-,OMA03453,OMA02193,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00506,allR,SL1344_0509,SL1344_RS02625,-,SALTS00504,allS,SL1344_0507,SL1344_RS02615,-,OMA02824,OMA02291,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00565,SL1344_0568,SL1344_0568,SL1344_RS02930,-,SALTS02767,stpA,SL1344_2783,SL1344_RS14495,-,OMA03830,OMA04748,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS04054,tuf,SL1344_4085,SL1344_RS21285,-,OMA03453,OMA01350,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04169,soxS,SL1344_4201,SL1344_RS21890,-,SALTS00800,glnH,SL1344_0805,SL1344_RS04200,sey:SL1344_0805,OMA05145,OMA03141,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS00703,SL1344_0708,SL1344_0708,SL1344_RS03670,-,OMA04394,OMA00357,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04169,soxS,SL1344_4201,SL1344_RS21890,-,SALTS00248,metN,SL1344_0248,SL1344_RS01250,sey:SL1344_0248,OMA05145,OMA01913,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04169,soxS,SL1344_4201,SL1344_RS21890,-,SALTS00249,gmhB,SL1344_0249,SL1344_RS01255,sey:SL1344_0249,OMA05145,OMA03881,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00116,leuO,SL1344_0115,SL1344_RS00585,-,SALTS03658,waaZ,SL1344_3681,SL1344_RS19140,sey:SL1344_3681,OMA01895,OMA02778,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01365,slyA,SL1344_1376,SL1344_RS07175,-,SALTS00273,SL1344_0274,SL1344_0274,SL1344_RS01415,-,OMA04566,OMA04281,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS00702,SL1344_0707,SL1344_0707,SL1344_RS03665,-,OMA03507,OMA02632,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS00702,SL1344_0707,SL1344_0707,SL1344_RS03665,-,OMA04394,OMA02632,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS00700,SL1344_0705,SL1344_0705,SL1344_RS03655,-,OMA03453,OMA03293,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS00700,SL1344_0705,SL1344_0705,SL1344_RS03655,-,OMA04467,OMA03293,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03447,ompR,SL1344_3469,SL1344_RS18070,-,SALTS00266,tssH,SL1344_0266,SL1344_RS01380,-,OMA03233,OMA00131,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01263,ihfA,SL1344_1273,SL1344_RS06655,-,SALTS00266,tssH,SL1344_0266,SL1344_RS01380,-,OMA05341,OMA00131,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS00699,SL1344_0704,SL1344_0704,SL1344_RS03650,-,OMA03453,OMA02886,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS00699,SL1344_0704,SL1344_0704,SL1344_RS03650,-,OMA04467,OMA02886,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03293,nanR,SL1344_3312,SL1344_RS17255,-,SALTS00693,SL1344_0697,SL1344_0697,SL1344_RS03620,-,OMA02878,OMA03884,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS00693,SL1344_0697,SL1344_0697,SL1344_RS03620,-,OMA03507,OMA03884,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00116,leuO,SL1344_0115,SL1344_RS00585,-,SALTS00717,cydA,SL1344_0722,SL1344_RS03745,sey:SL1344_0722,OMA01895,OMA00646,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02840,hilA,SL1344_2856,SL1344_RS14890,-,SALTS02649,bapA,SL1344_2661,SL1344_RS13860,-,OMA00542,OMA00002,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04218,SL1344_4251,SL1344_4251,SL1344_RS22150,-,SALTS00800,glnH,SL1344_0805,SL1344_RS04200,sey:SL1344_0805,OMA02510,OMA03141,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02830,SL1344_2846,SL1344_2846,SL1344_RS14840,-,SALTS01505,SL1344_1518,SL1344_1518,SL1344_RS07910,-,OMA03001,OMA00264,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS01505,SL1344_1518,SL1344_1518,SL1344_RS07910,-,OMA04467,OMA00264,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02228,rcsB,SL1344_2239,SL1344_RS11655,-,SALTS03921,yihI,SL1344_3950,SL1344_RS20570,-,OMA03395,OMA04193,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03273,rpoN,SL1344_3292,SL1344_RS17150,-,SALTS00800,glnH,SL1344_0805,SL1344_RS04200,sey:SL1344_0805,OMA00842,OMA03141,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01365,slyA,SL1344_1376,SL1344_RS07175,-,SALTS03566,bcsG,SL1344_3589,SL1344_RS18670,sey:SL1344_3589,OMA04566,OMA00522,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01506,mcbR,SL1344_1519,SL1344_RS07915,-,SALTS04236,SL1344_4269,SL1344_4269,SL1344_RS22245,-,OMA03508,OMA02623,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04366,arcA,SL1344_4397,SL1344_RS22915,sey:SL1344_4397,SALTS04313,SL1344_4346,SL1344_4346,SL1344_RS22650,-,OMA01319,OMA01503,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS00872,SL1344_0879,SL1344_0879,SL1344_RS04565,-,OMA04394,OMA02087,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03447,ompR,SL1344_3469,SL1344_RS18070,-,SALTS00494,cnoX,SL1344_0497,SL1344_RS02565,-,OMA03233,OMA02542,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01506,mcbR,SL1344_1519,SL1344_RS07915,-,SALTS03083,SL1344_3098,SL1344_3098,SL1344_RS16160,-,OMA03508,OMA03031,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01314,SL1344_1325,SL1344_1325,SL1344_RS06910,-,SALTS03548,SL1344_3571,SL1344_3571,SL1344_RS18580,-,OMA03568,OMA03731,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02228,rcsB,SL1344_2239,SL1344_RS11655,-,SALTS01049,wrbA,SL1344_1058,SL1344_RS05500,-,OMA03395,OMA03790,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02840,hilA,SL1344_2856,SL1344_RS14890,-,SALTS00043,SL1344_0043,SL1344_0043,SL1344_RS00215,sey:SL1344_0043,OMA00542,OMA00868,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04411,hypT,SL1344_4442,SL1344_RS23145,-,SALTS03548,SL1344_3571,SL1344_3571,SL1344_RS18580,-,OMA02349,OMA03731,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03460,malT,SL1344_3482,SL1344_RS18135,-,SALTS03605,SL1344_3629,SL1344_3629,SL1344_RS18885,sey:SL1344_3629,OMA00106,OMA00306,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS03605,SL1344_3629,SL1344_3629,SL1344_RS18885,sey:SL1344_3629,OMA03453,OMA00306,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,SALTS03605,SL1344_3629,SL1344_3629,SL1344_RS18885,sey:SL1344_3629,OMA03616,OMA00306,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS03605,SL1344_3629,SL1344_3629,SL1344_RS18885,sey:SL1344_3629,OMA05381,OMA00306,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02096,baeR,SL1344_2108,SL1344_RS10955,-,SALTS02094,SL1344_2106,SL1344_2106,SL1344_RS10945,-,OMA03229,OMA00902,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03978,cpxR,SL1344_4008,SL1344_RS20865,-,SALTS02094,SL1344_2106,SL1344_2106,SL1344_RS10945,-,OMA03384,OMA00902,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00119,cra,SL1344_0118,SL1344_RS00600,-,SALTS00374,SL1344_0377,SL1344_0377,SL1344_RS01955,-,OMA02001,OMA01414,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00116,leuO,SL1344_0115,SL1344_RS00585,-,SALTS04313,SL1344_4346,SL1344_4346,SL1344_RS22650,-,OMA01895,OMA01503,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00116,leuO,SL1344_0115,SL1344_RS00585,-,SALTS02925,SL1344_2940,SL1344_2940,SL1344_RS15310,sey:SL1344_2940,OMA01895,OMA01623,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03313,argR,SL1344_3332,SL1344_RS17355,-,SALTS01228,astA,SL1344_1239,SL1344_RS06480,sey:SL1344_1239,OMA04449,OMA01866,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02210,narP,SL1344_2222,SL1344_RS11540,-,SALTS02220,napF,SL1344_2231,SL1344_RS11615,-,OMA03346,OMA04182,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02210,narP,SL1344_2222,SL1344_RS11540,-,SALTS01703,hyaB,SL1344_1715,SL1344_RS08920,sey:SL1344_1715,OMA03346,OMA00427,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03634,lldR,SL1344_3658,SL1344_RS19030,-,SALTS03633,lldP,SL1344_3657,SL1344_RS19025,sey:SL1344_3657,OMA02927,OMA00577,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02210,narP,SL1344_2222,SL1344_RS11540,-,SALTS03755,ccmE,SL1344_3782,SL1344_RS19640,-,OMA03346,OMA04369,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04169,soxS,SL1344_4201,SL1344_RS21890,-,SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,OMA05145,OMA03616,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04169,soxS,SL1344_4201,SL1344_RS21890,-,SALTS03411,SL1344_3432,SL1344_3432,SL1344_RS17885,-,OMA05145,OMA04656,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS00270,SL1344_0271,SL1344_0271,SL1344_RS01400,-,OMA03507,OMA04290,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04218,SL1344_4251,SL1344_4251,SL1344_RS22150,-,SALTS04403,SL1344_4434,SL1344_4434,SL1344_RS23105,-,OMA02510,OMA02286,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02862,invF,SL1344_2878,SL1344_RS15005,-,SALTS01656,tonB,SL1344_1668,SL1344_RS08680,sey:SL1344_1668,OMA03047,OMA02677,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02862,invF,SL1344_2878,SL1344_RS15005,-,SALTS01657,SL1344_1669,SL1344_1669,SL1344_RS08685,-,OMA03047,OMA05350,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00489,cueR,SL1344_0492,SL1344_RS02540,-,SALTS01866,sdiA,SL1344_1879,SL1344_RS09755,-,OMA04660,OMA03113,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,SALTS00348,SL1344_0351,SL1344_0351,SL1344_RS01825,-,OMA03616,OMA01250,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00566,SL1344_0569,SL1344_0569,SL1344_RS02935,-,SALTS01170,cspF,SL1344_1182,SL1344_RS06145,-,OMA05046,OMA05829,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS02840,hilA,SL1344_2856,SL1344_RS14890,-,OMA03453,OMA00542,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS01914,SL1344_1927,SL1344_1927,SL1344_RS09995,-,OMA05381,OMA06181,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00105,araC,SL1344_0104,SL1344_RS00525,-,SALTS01417,SL1344_1429,SL1344_1429,SL1344_RS07450,sey:SL1344_1429,OMA02591,OMA00163,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00390,phoR,SL1344_0393,SL1344_RS02040,-,OMA05327,OMA01122,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02840,hilA,SL1344_2856,SL1344_RS14890,-,SALTS02146,SL1344_2158,SL1344_2158,SL1344_RS11205,-,OMA00542,OMA04584,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02831,sirC,SL1344_2847,SL1344_RS14845,-,SALTS01402,SL1344_1414,SL1344_1414,SL1344_RS07375,-,OMA02430,OMA02763,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02210,narP,SL1344_2222,SL1344_RS11540,-,SALTS03756,ccmD,SL1344_3782A,SL1344_RS19645,-,OMA03346,OMA05841,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS00873,macA,SL1344_0880,SL1344_RS04570,-,OMA04394,OMA01683,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01393,rstA,SL1344_1405,SL1344_RS07330,-,SALTS03941,SL1344_3970,SL1344_3970,SL1344_RS20670,-,OMA03205,OMA02452,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00539,fimY,SL1344_0543,SL1344_RS02790,-,SALTS03658,waaZ,SL1344_3681,SL1344_RS19140,sey:SL1344_3681,OMA03197,OMA02778,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02839,hilD,SL1344_2855,SL1344_RS14885,-,SALTS02992,stdB,SL1344_3007,SL1344_RS15670,-,OMA02238,OMA00160,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02831,sirC,SL1344_2847,SL1344_RS14845,-,SALTS02992,stdB,SL1344_3007,SL1344_RS15670,-,OMA02430,OMA00160,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS02497,asrA,SL1344_2510,SL1344_RS13060,sey:SL1344_2510,OMA03453,OMA01739,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS02993,SL1344_3008,SL1344_3008,SL1344_RS15675,-,OMA03507,OMA03285,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS02993,SL1344_3008,SL1344_3008,SL1344_RS15675,-,OMA05327,OMA03285,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02840,hilA,SL1344_2856,SL1344_RS14890,-,SALTS04491,SL1344_4521,SL1344_4521,SL1344_RS23565,-,OMA00542,OMA03396,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS02993,SL1344_3008,SL1344_3008,SL1344_RS15675,-,OMA05381,OMA03285,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02840,hilA,SL1344_2856,SL1344_RS14890,-,SALTS02172,setB,SL1344_2184,SL1344_RS11335,-,OMA00542,OMA01456,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02831,sirC,SL1344_2847,SL1344_RS14845,-,SALTS03725,SL1344_3751,SL1344_3751,SL1344_RS19485,-,OMA02430,OMA03136,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00538,fimZ,SL1344_0542,SL1344_RS02785,-,SALTS00532,fimA,SL1344_0536,SL1344_RS02755,-,OMA03330,OMA04016,Exp(LT);Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03273,rpoN,SL1344_3292,SL1344_RS17150,-,SALTS01209,SL1344_1221,SL1344_1221,SL1344_RS06390,-,OMA00842,OMA02696,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS03721,SL1344_3747,SL1344_3747,SL1344_RS19465,-,OMA03507,OMA00747,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS03721,SL1344_3747,SL1344_3747,SL1344_RS19465,-,OMA04467,OMA00747,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS03722,SL1344_3748,SL1344_3748,SL1344_RS19470,sey:SL1344_3748,OMA03507,OMA01048,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS03722,SL1344_3748,SL1344_3748,SL1344_RS19470,sey:SL1344_3748,OMA04467,OMA01048,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS01701,SL1344_1713,SL1344_1713,SL1344_RS08910,-,OMA04467,OMA01158,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS03720,SL1344_3746,SL1344_3746,SL1344_RS19460,-,OMA03507,OMA02612,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS03720,SL1344_3746,SL1344_3746,SL1344_RS19460,-,OMA04467,OMA02612,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02831,sirC,SL1344_2847,SL1344_RS14845,-,SALTS03724,SL1344_3750,SL1344_3750,SL1344_RS19480,sey:SL1344_3750,OMA02430,OMA04335,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02831,sirC,SL1344_2847,SL1344_RS14845,-,SALTS03723,SL1344_3749,SL1344_3749,SL1344_RS19475,sey:SL1344_3749,OMA02430,OMA05420,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS03719,SL1344_3745,SL1344_3745,SL1344_RS19455,-,OMA03507,OMA05494,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS03719,SL1344_3745,SL1344_3745,SL1344_RS19455,-,OMA04467,OMA05494,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS02617,SL1344_2629,SL1344_2629,SL1344_RS13705,-,OMA04467,OMA04142,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02228,rcsB,SL1344_2239,SL1344_RS11655,-,SALTS03182,sstT,SL1344_3198,SL1344_RS16670,sey:SL1344_3198,OMA03395,OMA01369,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04411,hypT,SL1344_4442,SL1344_RS23145,-,SALTS01184,SL1344_1196,SL1344_1196,SL1344_RS06255,-,OMA02349,OMA01590,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS03958,SL1344_3988,SL1344_3988,SL1344_RS20760,-,OMA04467,OMA01657,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01365,slyA,SL1344_1376,SL1344_RS07175,-,SALTS03065,SL1344_3080,SL1344_3080,SL1344_RS16060,-,OMA04566,OMA01930,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02830,SL1344_2846,SL1344_2846,SL1344_RS14840,-,SALTS00355,SL1344_0358,SL1344_0358,SL1344_RS01860,-,OMA03001,OMA01933,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS00355,SL1344_0358,SL1344_0358,SL1344_RS01860,-,OMA04467,OMA01933,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS00253,SL1344_0253,SL1344_0253,SL1344_RS01305,-,OMA03453,OMA02826,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS02616,aroF,SL1344_2628,SL1344_RS13700,sey:SL1344_2628,OMA04467,OMA01757,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS01402,SL1344_1414,SL1344_1414,SL1344_RS07375,-,OMA04467,OMA02763,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02830,SL1344_2846,SL1344_2846,SL1344_RS14840,-,SALTS01504,SL1344_1517,SL1344_1517,SL1344_RS07905,-,OMA03001,OMA01847,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS01504,SL1344_1517,SL1344_1517,SL1344_RS07905,-,OMA04467,OMA01847,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01314,SL1344_1325,SL1344_1325,SL1344_RS06910,-,SALTS03482,glgB,SL1344_3505,SL1344_RS18245,sey:SL1344_3505,OMA03568,OMA00233,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04485,creB,SL1344_4515,SL1344_RS23535,-,SALTS04133,malF,SL1344_4164,SL1344_RS21705,sey:SL1344_4164,OMA03411,OMA00680,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04485,creB,SL1344_4515,SL1344_RS23535,-,SALTS04134,malE,SL1344_4166,SL1344_RS21710,sey:SL1344_4166,OMA03411,OMA00936,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00670,tcuR,SL1344_0674,SL1344_RS03495,-,SALTS01223,gdhA,SL1344_1234,SL1344_RS06455,-,OMA02364,OMA01026,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS03705,SL1344_3730,SL1344_3730,SL1344_RS19385,-,OMA03453,OMA02293,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04485,creB,SL1344_4515,SL1344_RS23535,-,SALTS04132,malG,SL1344_4163,SL1344_RS21700,sey:SL1344_4163,OMA03411,OMA02515,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
