# file_a	file_b
# a	b	evalue_ab	bitscore_ab	evalue_ba	bitscore_ba
# FN424405.1.fasta	SL1344_combined.fasta
# 0	1524	0	1524
STMMW_11911	SL1344_1120	0.0	3064	0.0	3064
STMMW_11921	SL1344_1121	0.0	1762	0.0	1762
STMMW_11931	SL1344_1122	0.0	5917	0.0	5917
STMMW_11951	SL1344_1123	0.0	1773	0.0	1773
STMMW_11961	SL1344_1124	0.0	1375	0.0	1375
STMMW_11971	SL1344_1125	3.45e-117	416	3.28e-117	416
STMMW_11981	SL1344_1126	0.0	1075	0.0	1075
STMMW_11991	SL1344_1127	0.0	965	0.0	965
STMMW_12001	SL1344_1128	5.85e-89	322	5.56e-89	322
STMMW_12011	SL1344_1129	0.0	1995	0.0	1995
STMMW_12021	SL1344_1130	0.0	1762	0.0	1762
STMMW_12031	SL1344_1131	0.0	1718	0.0	1718
STMMW_12041	SL1344_1132	0.0	1358	0.0	1358
STMMW_12051	SL1344_1133	7.80e-124	438	7.42e-124	438
STMMW_12061	SL1344_1134	0.0	2228	0.0	2228
STMMW_12071	SL1344_1135	0.0	1496	0.0	1496
STMMW_12081	SL1344_1136	0.0	1768	0.0	1768
STMMW_12091	SL1344_1137	0.0	1186	0.0	1186
STMMW_12101	SL1344_1138	0.0	1857	0.0	1857
STMMW_12111	SL1344_1139	0.0	1469	0.0	1469
STMMW_12121	SL1344_1140	0.0	2643	0.0	2643
STMMW_12131	SL1344_1141	0.0	4017	0.0	4017
STMMW_12141	SL1344_1142	0.0	665	0.0	665
STMMW_12151	SL1344_1143	0.0	693	0.0	693
STMMW_12161	SL1344_1144	0.0	1181	0.0	1181
STMMW_12171	SL1344_1145	0.0	1524	0.0	1524
STMMW_12181	SL1344_1146	0.0	1895	0.0	1895
STMMW_12191	SL1344_1147	0.0	1003	0.0	1003
STMMW_12201	SL1344_1148	0.0	2405	0.0	2405
STMMW_12211	SL1344_1149	0.0	998	0.0	998
STMMW_12221	SL1344_1150	0.0	1175	0.0	1175
STMMW_12231	SL1344_1151	1.81e-135	477	1.72e-135	477
STMMW_12241	SL1344_1152	0.0	1779	0.0	1779
STMMW_12251	SL1344_1153	0.0	6360	0.0	6360
STMMW_12261	SL1344_1154	0.0	2217	0.0	2217
STMMW_12271	SL1344_1155	0.0	1297	0.0	1297
STMMW_12281	SL1344_1156	0.0	2300	0.0	2300
STMMW_12291	SL1344_1157	0.0	1685	0.0	1685
STMMW_12301	SL1344_1158	0.0	1519	0.0	1519
STMMW_12311	SL1344_1159	0.0	1934	0.0	1934
STMMW_12321	SL1344_1160	0.0	1441	0.0	1441
STMMW_12331	SL1344_1161	0.0	1868	0.0	1868
STMMW_12341	SL1344_1162	0.0	1596	0.0	1596
STMMW_12351	SL1344_1163	0.0	2100	0.0	2100
STMMW_12361	SL1344_1164	0.0	2272	0.0	2272
STMMW_12371	SL1344_1165	0.0	2353	0.0	2353
STMMW_12381	SL1344_0885	0.0	848	0.0	848
STMMW_12381	SL1344_1746	0.0	848	0.0	848
STMMW_12381	SL1344_2434	0.0	848	0.0	848
STMMW_12381	SL1344_3267	0.0	848	0.0	848
STMMW_12381	SL1344_3446	0.0	848	0.0	848
STMMW_12391	SL1344_1167	0.0	2073	0.0	2073
STMMW_12401	SL1344_1168	0.0	2704	0.0	2704
STMMW_12411	SL1344_1169	0.0	1247	0.0	1247
STMMW_12421	SL1344_1170	0.0	2532	0.0	2532
STMMW_12431	SL1344_1171	0.0	1197	0.0	1197
STMMW_12441	SL1344_1172	0.0	2045	0.0	2045
STMMW_12451	SL1344_1173	0.0	854	0.0	854
STMMW_12461	SL1344_1174	2.23e-175	610	2.12e-175	610
STMMW_12471	SL1344_1175	0.0	1230	0.0	1230
STMMW_12481	SL1344_1176	0.0	2311	0.0	2311
STMMW_12491	SL1344_1177	0.0	2078	0.0	2078
STMMW_12501	SL1344_1179	0.0	1458	0.0	1458
STMMW_12511	SL1344_1180	1.70e-125	444	1.62e-125	444
STMMW_12521	SL1344_1181	0.0	965	0.0	965
STMMW_12531	SL1344_1182	1.52e-110	394	1.45e-110	394
STMMW_12541	SL1344_1183	8.59e-139	488	8.17e-139	488
STMMW_12551	SL1344_1184	0.0	870	0.0	870
STMMW_12561	SL1344_1185	0.0	638	0.0	638
STMMW_12571	SL1344_1186	8.85e-144	505	8.41e-144	505
STMMW_12581	SL1344_1187	0.0	865	0.0	865
STMMW_12591	SL1344_1188	0.0	1929	0.0	1929
STMMW_12601	SL1344_1189	0.0	981	0.0	981
STMMW_12611	SL1344_1190	4.63e-167	582	4.41e-167	582
STMMW_12621	SL1344_1191	0.0	3009	0.0	3009
STMMW_12631	SL1344_1192	0.0	1801	0.0	1801
STMMW_12641	SL1344_1193	0.0	1502	0.0	1502
STMMW_12651	SL1344_1194	0.0	1474	0.0	1474
STMMW_12661	SL1344_1195	0.0	1092	0.0	1092
STMMW_12671	SL1344_1196	0.0	2095	0.0	2095
STMMW_12681	SL1344_1197	4.79e-172	599	4.55e-172	599
STMMW_12691	SL1344_1198	0.0	1197	0.0	1197
STMMW_12701	SL1344_1199	0.0	1458	0.0	1458
STMMW_12711	SL1344_1200	0.0	1098	0.0	1098
STMMW_12721	SL1344_1201	0.0	1568	0.0	1568
STMMW_12731	SL1344_1202	1.76e-130	460	1.67e-130	460
STMMW_12741	SL1344_1203	1.08e-75	278	1.03e-75	278
STMMW_12751	SL1344_1204	0.0	1009	0.0	1009
STMMW_12761	SL1344_1205	0.0	1181	0.0	1181
STMMW_12771	SL1344_1206	0.0	664	0.0	664
STMMW_12781	SL1344_1207	6.15e-94	339	5.85e-94	339
STMMW_12791	SL1344_1208	0.0	1186	0.0	1186
STMMW_12801	SL1344_1209	1.35e-95	344	1.28e-95	344
STMMW_12811	SL1344_1210	1.76e-130	460	1.67e-130	460
STMMW_12821	SL1344_1211	3.83e-132	466	3.64e-132	466
STMMW_12831	SL1344_1212	2.13e-165	577	2.03e-165	577
STMMW_12841	SL1344_1213	0.0	643	0.0	643
STMMW_12851	SL1344_1214	0.0	2183	0.0	2183
STMMW_12861	SL1344_1215	0.0	1469	0.0	1469
STMMW_12862	SL1344_1216	0.0	826	0.0	826
STMMW_12881	SL1344_1217	0.0	959	0.0	959
STMMW_12891	SL1344_1218	0.0	2760	0.0	2760
STMMW_12901	SL1344_1219	0.0	2377	0.0	2377
STMMW_12911	SL1344_1220	0.0	3297	0.0	3297
STMMW_12921	SL1344_1221	0.0	1380	0.0	1380
STMMW_12931	SL1344_1222	0.0	2211	0.0	2211
STMMW_12941	SL1344_1223	0.0	1585	0.0	1585
STMMW_12951	SL1344_1224	0.0	1635	0.0	1635
STMMW_12961	SL1344_1224A	3.88e-132	466	3.69e-132	466
STMMW_12971	SL1344_1225	0.0	1840	0.0	1840
STMMW_12981	SL1344_1226	0.0	821	0.0	821
STMMW_12991	SL1344_1227	4.18e-147	516	3.98e-147	516
STMMW_13001	SL1344_1228	0.0	1214	0.0	1214
STMMW_13011	SL1344_1229	0.0	1879	0.0	1879
STMMW_13021	SL1344_1230	0.0	3430	0.0	3430
STMMW_13031	SL1344_1231	0.0	1020	0.0	1020
STMMW_13041	SL1344_1232	0.0	1923	0.0	1923
STMMW_13051	SL1344_1233	0.0	3602	0.0	3602
STMMW_13061	SL1344_1234	0.0	2477	0.0	2477
STMMW_13071	SL1344_1235	1.92e-145	510	1.83e-145	510
STMMW_13081	SL1344_1236	0.0	771	0.0	771
STMMW_13091	SL1344_1237	0.0	1491	0.0	1491
STMMW_13101	SL1344_1238	0.0	2266	0.0	2266
STMMW_13111	SL1344_1239	0.0	1912	0.0	1912
STMMW_13121	SL1344_1240	0.0	2732	0.0	2732
STMMW_13131	SL1344_1241	0.0	2483	0.0	2483
STMMW_13141	SL1344_1242	0.0	1790	0.0	1790
STMMW_13151	SL1344_1243	0.0	898	0.0	898
STMMW_13161	SL1344_1244	0.0	1629	0.0	1629
STMMW_13171	SL1344_1245	0.0	1530	0.0	1530
STMMW_13181	SL1344_1246	0.0	632	0.0	632
STMMW_13191	SL1344_1247	2.18e-170	593	2.08e-170	593
STMMW_13201	SL1344_1248	0.0	2505	0.0	2505
STMMW_13211	SL1344_1249	0.0	643	0.0	643
STMMW_13221	SL1344_1250	0.0	1413	0.0	1413
STMMW_13231	SL1344_1251	0.0	2499	0.0	2499
STMMW_13241	SL1344_1252	0.0	1402	0.0	1402
STMMW_13251	SL1344_1253	0.0	4156	0.0	4156
STMMW_13261	SL1344_1254	3.70e-127	449	3.52e-127	449
STMMW_13271	SL1344_1255	0.0	2571	0.0	2571
STMMW_13281	SL1344_1256	0.0	1109	0.0	1109
STMMW_13291	SL1344_1257	0.0	1236	0.0	1236
STMMW_13301	SL1344_1258	0.0	992	0.0	992
STMMW_13311	SL1344_1259	0.0	1591	0.0	1591
STMMW_13321	SL1344_1260	9.34e-154	538	8.89e-154	538
STMMW_13331	SL1344_1261	0.0	1724	0.0	1724
STMMW_13341	SL1344_1262	0.0	1402	0.0	1402
STMMW_13351	SL1344_1263	0.0	1773	0.0	1773
STMMW_13361	SL1344_1264	4.63e-167	582	4.41e-167	582
STMMW_13371	SL1344_1265	0.0	1397	0.0	1397
STMMW_13381	SL1344_1330A	3.19e-107	383	3.04e-107	383
STMMW_13391	SL1344_1266	0.0	2255	0.0	2255
STMMW_13401	SL1344_1267	0.0	3563	0.0	3563
STMMW_13411	SL1344_1268	0.0	804	0.0	804
STMMW_13421	SL1344_1269	3.06e-102	366	2.91e-102	366
STMMW_13431	SL1344_1270	0.0	660	0.0	660
STMMW_13441	SL1344_1271	0.0	1818	0.0	1818
STMMW_13451	SL1344_1272	0.0	4405	0.0	4405
STMMW_13461	SL1344_1273	9.59e-159	555	9.51e-159	555
STMMW_13471	SL1344_1274	0.0	1812	0.0	1812
STMMW_13481	SL1344_1275	0.0	1020	0.0	1020
STMMW_13491	SL1344_1276	0.0	1380	0.0	1380
STMMW_13501	SL1344_1277	0.0	859	0.0	859
STMMW_13511	SL1344_1278	0.0	1314	0.0	1314
STMMW_13521	SL1344_1279	0.0	2660	0.0	2660
STMMW_13531	SL1344_1280	6.40e-99	355	6.12e-99	355
STMMW_13541	SL1344_1281	0.0	1934	0.0	1934
STMMW_13551	SL1344_1282	0.0	1541	0.0	1541
STMMW_13561	SL1344_1283	0.0	4394	0.0	4394
STMMW_13571	SL1344_1284	0.0	3031	0.0	3031
STMMW_13581	SL1344_1285	9.45e-154	538	8.98e-154	538
STMMW_13591	SL1344_1286	0.0	2377	0.0	2377
STMMW_13601	SL1344_1287	0.0	1724	0.0	1724
STMMW_13611	SL1344_1288	0.0	1408	0.0	1408
STMMW_13621	SL1344_1289	0.0	1640	0.0	1640
STMMW_13631	SL1344_1290	0.0	2128	0.0	2128
STMMW_13641	SL1344_1291	0.0	2870	0.0	2870
STMMW_13651	SL1344_1292	0.0	1402	0.0	1402
STMMW_13661	SL1344_1293	0.0	1602	0.0	1602
STMMW_13671	SL1344_1294	0.0	2242	0.0	2242
STMMW_13681	SL1344_1296	0.0	2228	0.0	2228
STMMW_13691	SL1344_1297	0.0	665	0.0	665
STMMW_13701	SL1344_1298	0.0	2067	0.0	2067
STMMW_13711	SL1344_1299	0.0	5646	0.0	5646
STMMW_13721	SL1344_1300	0.0	760	0.0	760
STMMW_13731	SL1344_1301	3.60e-97	350	2.80e-97	350
STMMW_13741	SL1344_1302	0.0	2488	0.0	2488
STMMW_13751	SL1344_1303	0.0	682	0.0	682
STMMW_13761	SL1344_1304	0.0	2743	0.0	2743
STMMW_13771	SL1344_1305	0.0	1380	0.0	1380
STMMW_13781	SL1344_1306	0.0	2350	0.0	2350
STMMW_13791	SL1344_1307	0.0	2255	0.0	2255
STMMW_13801	SL1344_1308	0.0	771	0.0	771
STMMW_13811	SL1344_1309	0.0	1851	0.0	1851
STMMW_13831	SL1344_1312	0.0	2510	0.0	2510
STMMW_13841	SL1344_1313	0.0	2483	0.0	2483
STMMW_13851	SL1344_1314	0.0	1652	0.0	1652
STMMW_13861	SL1344_1315	0.0	1363	0.0	1363
STMMW_13871	SL1344_1316	0.0	2266	0.0	2266
STMMW_13881	SL1344_1317	0.0	5646	0.0	5646
STMMW_13891	SL1344_1318	0.0	1890	0.0	1890
STMMW_13901	SL1344_1319	0.0	1391	0.0	1391
STMMW_13911	SL1344_1320	0.0	3280	0.0	3280
STMMW_13921	SL1344_1321	0.0	1147	0.0	1147
STMMW_13931	SL1344_1322	1.52e-110	394	1.45e-110	394
STMMW_13941	SL1344_1323	0.0	1773	0.0	1773
STMMW_13951	SL1344_1324	0.0	1347	0.0	1347
STMMW_13961	SL1344_1325	0.0	1181	0.0	1181
STMMW_13971	SL1344_1326	0.0	5092	0.0	5092
STMMW_13981	SL1344_1327	0.0	743	0.0	743
STMMW_13991	SL1344_1328	0.0	2760	0.0	2760
STMMW_14001	SL1344_1329	0.0	2239	0.0	2239
STMMW_14011	SL1344_1330	3.70e-127	449	3.52e-127	449
STMMW_14021	SL1344_1331	5.00e-142	499	3.87e-142	499
STMMW_14031	SL1344_1332	0.0	1092	0.0	1092
STMMW_14041	SL1344_1333	0.0	870	0.0	870
STMMW_14051	SL1344_1334	0.0	2682	0.0	2682
STMMW_14061	SL1344_1335	0.0	1086	0.0	1086
STMMW_14071	SL1344_1336	0.0	771	0.0	771
STMMW_14081	SL1344_1337	0.0	804	0.0	804
STMMW_14091	SL1344_1338	0.0	1447	0.0	1447
STMMW_14101	SL1344_1339	0.0	1275	0.0	1275
STMMW_14111	SL1344_1340	3.32e-112	399	3.16e-112	399
STMMW_14121	SL1344_1341	7.53e-119	422	7.16e-119	422
STMMW_14131	SL1344_1342	1.76e-130	460	1.67e-130	460
STMMW_14141	SL1344_1343	0.0	1386	0.0	1386
STMMW_14151	SL1344_1344	0.0	1014	0.0	1014
STMMW_14161	SL1344_1345	0.0	1242	0.0	1242
STMMW_14171	SL1344_1346	0.0	1873	0.0	1873
STMMW_14181	SL1344_1347	0.0	682	0.0	682
STMMW_14191	SL1344_1348	0.0	3779	0.0	3779
STMMW_14201	SL1344_1349	0.0	2405	0.0	2405
STMMW_14211	SL1344_1350	0.0	699	0.0	699
STMMW_14221	SL1344_1351	0.0	693	0.0	693
STMMW_14231	SL1344_1352	0.0	1790	0.0	1790
STMMW_14241	SL1344_1353	0.0	1197	0.0	1197
STMMW_14251	SL1344_1354	1.87e-140	494	1.78e-140	494
STMMW_14261	SL1344_1355	0.0	1441	0.0	1441
STMMW_14271	SL1344_1356	0.0	1951	0.0	1951
STMMW_14281	SL1344_1357	0.0	2538	0.0	2538
STMMW_14291	SL1344_1358	0.0	1186	0.0	1186
STMMW_14301	SL1344_1359	0.0	2122	0.0	2122
STMMW_14311	SL1344_1360	0.0	2228	0.0	2228
STMMW_14321	SL1344_1361	0.0	1718	0.0	1718
STMMW_14331	SL1344_1362	0.0	1895	0.0	1895
STMMW_14341	SL1344_1363	0.0	1075	0.0	1075
STMMW_14351	SL1344_1364	0.0	1580	0.0	1580
STMMW_14361	SL1344_1365	0.0	643	0.0	643
STMMW_14371	SL1344_1366	0.0	1197	0.0	1197
STMMW_14381	SL1344_1367	0.0	754	0.0	754
STMMW_14391	SL1344_1368	0.0	2028	0.0	2028
STMMW_14401	SL1344_1369	0.0	1109	0.0	1109
STMMW_14411	SL1344_1370	1.70e-125	444	1.62e-125	444
STMMW_14421	SL1344_1371	0.0	1657	0.0	1657
STMMW_14431	SL1344_1372	0.0	965	0.0	965
STMMW_14441	SL1344_1373	0.0	3768	0.0	3768
STMMW_14451	SL1344_1374	0.0	1657	0.0	1657
STMMW_14461	SL1344_1375	7.80e-124	438	7.42e-124	438
STMMW_14471	SL1344_1376	0.0	815	0.0	815
STMMW_14481	SL1344_1377	0.0	865	0.0	865
STMMW_14491	SL1344_1378	0.0	2073	0.0	2073
STMMW_14501	SL1344_1379	2.23e-175	610	2.12e-175	610
STMMW_14511	SL1344_1380	0.0	1214	0.0	1214
STMMW_14521	SL1344_1381	0.0	2350	0.0	2350
STMMW_14531	SL1344_1382	0.0	1591	0.0	1591
STMMW_14541	SL1344_1383	0.0	1120	0.0	1120
STMMW_14551	SL1344_1384	0.0	2782	0.0	2782
STMMW_14561	SL1344_1385	0.0	1170	0.0	1170
STMMW_14571	SL1344_1386	0.0	1280	0.0	1280
STMMW_14581	SL1344_1387	0.0	1147	0.0	1147
STMMW_14591	SL1344_1388	0.0	1956	0.0	1956
STMMW_14601	SL1344_1389	0.0	4072	0.0	4072
STMMW_14611	SL1344_1390	0.0	1070	0.0	1070
STMMW_14621	SL1344_1391	0.0	1075	0.0	1075
STMMW_14631	SL1344_1392	0.0	815	0.0	815
STMMW_14641	SL1344_1393	3.32e-112	399	3.40e-112	399
STMMW_14651	SL1344_1394	0.0	1923	0.0	1923
STMMW_14661	SL1344_1395	0.0	1851	0.0	1851
STMMW_14671	SL1344_1396	0.0	2787	0.0	2787
STMMW_14681	SL1344_1397	0.0	2172	0.0	2172
STMMW_14691	SL1344_1398	0.0	3042	0.0	3042
STMMW_14701	SL1344_1400	0.0	2593	0.0	2593
STMMW_14711	SL1344_1401	0.0	1712	0.0	1712
STMMW_14721	SL1344_1402	0.0	2405	0.0	2405
STMMW_14731	SL1344_1403	0.0	3153	0.0	3153
STMMW_14741	SL1344_1404	0.0	2095	0.0	2095
STMMW_14751	SL1344_1405	0.0	1352	0.0	1352
STMMW_14761	SL1344_1406	4.90e-177	616	4.66e-177	616
STMMW_14771	SL1344_1407	0.0	2555	0.0	2555
STMMW_14781	SL1344_1408	0.0	1746	0.0	1746
STMMW_14791	SL1344_1409	0.0	2826	0.0	2826
STMMW_14801	SL1344_1410	0.0	2566	0.0	2566
STMMW_14811	SL1344_1411	0.0	1912	0.0	1912
STMMW_14821	SL1344_1412	0.0	671	0.0	671
STMMW_14831	SL1344_1413	2.23e-175	610	2.12e-175	610
STMMW_14841	SL1344_1414	0.0	1513	0.0	1513
STMMW_14851	SL1344_1415	1.98e-150	527	1.88e-150	527
STMMW_14861	SL1344_1416	0.0	2316	0.0	2316
STMMW_14871	SL1344_1417	0.0	1663	0.0	1663
STMMW_14881	SL1344_1418	0.0	2250	0.0	2250
STMMW_14891	SL1344_1419	0.0	1286	0.0	1286
STMMW_14901	SL1344_1420	0.0	2383	0.0	2383
STMMW_14911	SL1344_1421	0.0	2117	0.0	2117
STMMW_14921	SL1344_1422	0.0	1197	0.0	1197
STMMW_14931	SL1344_1423	0.0	1668	0.0	1668
STMMW_14941	SL1344_1424	0.0	1314	0.0	1314
STMMW_14951	SL1344_1425	0.0	1136	0.0	1136
STMMW_14961	SL1344_1426	0.0	1585	0.0	1585
STMMW_14971	SL1344_1427	0.0	1142	0.0	1142
STMMW_14981	SL1344_1428	0.0	4494	0.0	4494
STMMW_14991	SL1344_1429	0.0	4505	0.0	4505
STMMW_15001	SL1344_1430	9.83e-164	571	9.34e-164	571
STMMW_15011	SL1344_1431	0.0	1330	0.0	1330
STMMW_15021	SL1344_1432	0.0	1037	0.0	1037
STMMW_15031	SL1344_1433	0.0	632	0.0	632
STMMW_15041	SL1344_1434	1.03e-173	604	9.79e-174	604
STMMW_15051	SL1344_1435	0.0	2244	0.0	2244
STMMW_15061	SL1344_1436	0.0	1884	0.0	1884
STMMW_15071	SL1344_1437	0.0	2543	0.0	2543
STMMW_15081	SL1344_1438	0.0	2710	0.0	2710
STMMW_15091	SL1344_1439	1.46e-105	377	1.39e-105	377
STMMW_15101	SL1344_1440	0.0	1269	0.0	1269
STMMW_15111	SL1344_1441	0.0	1380	0.0	1380
STMMW_15121	SL1344_1442	0.0	3773	0.0	3773
STMMW_15131	SL1344_1443	6.15e-94	339	5.85e-94	339
STMMW_15141	SL1344_1444	0.0	976	0.0	976
STMMW_15151	SL1344_1445	0.0	726	0.0	726
STMMW_15161	SL1344_1446	0.0	2111	0.0	2111
STMMW_15171	SL1344_1447	0.0	1668	0.0	1668
STMMW_15181	SL1344_1448	3.32e-112	399	3.16e-112	399
STMMW_15191	SL1344_1449	0.0	721	0.0	721
STMMW_15201	SL1344_1450	0.0	804	0.0	804
STMMW_15211	SL1344_1451	0.0	1230	0.0	1230
STMMW_15221	SL1344_1452	0.0	2161	0.0	2161
STMMW_15231	SL1344_1453	0.0	1613	0.0	1613
STMMW_15241	SL1344_1454	0.0	2566	0.0	2566
STMMW_15251	SL1344_1455	0.0	1712	0.0	1712
STMMW_15261	SL1344_1456	0.0	665	0.0	665
STMMW_15271	SL1344_1457	0.0	1690	0.0	1690
STMMW_15281	SL1344_1458	0.0	998	0.0	998
STMMW_15291	SL1344_1459	0.0	1879	0.0	1879
STMMW_15301	SL1344_1460	0.0	632	0.0	632
STMMW_15311	SL1344_1461	0.0	1640	0.0	1640
STMMW_15321	SL1344_1462	0.0	1962	0.0	1962
STMMW_15331	SL1344_1463	0.0	760	0.0	760
STMMW_15341	SL1344_1464	1.11e-158	555	9.12e-159	555
STMMW_15351	SL1344_1465	0.0	1125	0.0	1125
STMMW_15361	SL1344_1466	0.0	1375	0.0	1375
STMMW_15371	SL1344_1467	0.0	3325	0.0	3325
STMMW_15381	SL1344_1468	0.0	2039	0.0	2039
STMMW_15391	SL1344_1469	0.0	2012	0.0	2012
STMMW_15401	SL1344_1470	0.0	1242	0.0	1242
STMMW_15411	SL1344_1471	0.0	1895	0.0	1895
STMMW_15421	SL1344_1472	0.0	2377	0.0	2377
STMMW_15431	SL1344_1473	0.0	2876	0.0	2876
STMMW_15441	SL1344_1474	0.0	2294	0.0	2294
STMMW_15451	SL1344_1475	0.0	2761	0.0	2761
STMMW_15461	SL1344_1476	0.0	904	0.0	904
STMMW_15481	SL1344_1483	0.0	774	0.0	774
STMMW_15482	ncRNA0031	6.97e-109	388	9.64e-109	388
STMMW_15491	SL1344_1484	0.0	2710	0.0	2710
STMMW_15501	SL1344_1485	0.0	1862	0.0	1862
STMMW_15511	SL1344_1486	0.0	2676	0.0	2676
STMMW_15521	SL1344_1487	0.0	2217	0.0	2217
STMMW_15531	SL1344_1488	0.0	3829	0.0	3829
STMMW_15541	SL1344_1489	0.0	4671	0.0	4671
STMMW_15551	SL1344_1490	0.0	3291	0.0	3291
STMMW_15561	SL1344_1491	0.0	1452	0.0	1452
STMMW_15571	SL1344_1492	2.23e-175	610	2.12e-175	610
STMMW_15581	SL1344_1493	0.0	798	0.0	798
STMMW_15591	SL1344_1494	3.32e-112	399	3.16e-112	399
STMMW_15601	SL1344_1495	2.24e-72	267	2.13e-72	267
STMMW_15611	SL1344_1496	0.0	3131	0.0	3131
STMMW_15621	SL1344_1497	0.0	1718	0.0	1718
STMMW_15631	SL1344_1498	0.0	1186	0.0	1186
STMMW_15641	SL1344_1499	0.0	1635	0.0	1635
STMMW_15651	SL1344_1500	0.0	5609	0.0	5609
STMMW_15661	SL1344_1502	0.0	1524	0.0	1524
STMMW_15671	SL1344_1503	0.0	2012	0.0	2012
STMMW_15681	SL1344_1504	0.0	704	0.0	704
STMMW_15691	SL1344_1505	0.0	2748	0.0	2748
STMMW_15701	SL1344_1506	0.0	1070	0.0	1070
STMMW_15711	SL1344_1507	0.0	2566	0.0	2566
STMMW_15721	SL1344_1508	0.0	6903	0.0	6903
STMMW_15731	SL1344_1509	0.0	2854	0.0	2854
STMMW_15741	SL1344_1510	0.0	1286	0.0	1286
STMMW_15751	SL1344_1511	0.0	1258	0.0	1258
STMMW_15761	SL1344_1512	0.0	1652	0.0	1652
STMMW_15771	SL1344_1513	0.0	1563	0.0	1563
STMMW_15781	SL1344_1514	0.0	1170	0.0	1170
STMMW_15791	SL1344_1515	0.0	2760	0.0	2760
STMMW_15801	SL1344_1516	1.58e-115	411	1.50e-115	411
STMMW_15811	SL1344_1517	0.0	1962	0.0	1962
STMMW_15821	SL1344_1518	0.0	3917	0.0	3917
STMMW_15831	SL1344_1519	0.0	1230	0.0	1230
STMMW_15841	SL1344_1520	0.0	1917	0.0	1917
STMMW_15851	SL1344_1521	0.0	953	0.0	953
STMMW_15861	SL1344_1522	0.0	832	0.0	832
STMMW_15871	SL1344_1523	3.58e-122	433	3.40e-122	433
STMMW_15881	SL1344_1524	0.0	2433	0.0	2433
STMMW_15891	SL1344_1525	0.0	5507	0.0	5507
STMMW_15901	SL1344_1526	0.0	3956	0.0	3956
STMMW_15911	SL1344_1527	8.59e-139	488	8.17e-139	488
STMMW_15921	SL1344_1528	0.0	2671	0.0	2671
STMMW_15931	SL1344_1529	0.0	2627	0.0	2627
STMMW_15941	SL1344_1530	0.0	1424	0.0	1424
STMMW_15951	SL1344_1530A	1.64e-120	427	1.56e-120	427
STMMW_15961	SL1344_1531	0.0	737	0.0	737
STMMW_15971	SL1344_1532	0.0	1751	0.0	1751
STMMW_15981	SL1344_1533	1.64e-120	427	1.56e-120	427
STMMW_15991	SL1344_1534	0.0	3629	0.0	3629
STMMW_16001	SL1344_1535	0.0	992	0.0	992
STMMW_16011	SL1344_1536	0.0	2172	0.0	2172
STMMW_16021	SL1344_1537	0.0	1236	0.0	1236
STMMW_16031	SL1344_1538	0.0	1103	0.0	1103
STMMW_16041	SL1344_1539	0.0	1873	0.0	1873
STMMW_16051	SL1344_1540	0.0	1812	0.0	1812
STMMW_16061	SL1344_1541	0.0	998	0.0	998
STMMW_16071	SL1344_1542	0.0	2067	0.0	2067
STMMW_16081	SL1344_1543	9.10e-149	521	8.65e-149	521
STMMW_16091	SL1344_1544	0.0	2167	0.0	2167
STMMW_16101	SL1344_1545	0.0	1491	0.0	1491
STMMW_16111	SL1344_1546	0.0	809	0.0	809
STMMW_16121	SL1344_1547	0.0	1170	0.0	1170
STMMW_16131	SL1344_1548	0.0	1463	0.0	1463
STMMW_16141	SL1344_1549	0.0	809	0.0	809
STMMW_16151	SL1344_1550	0.0	2222	0.0	2222
STMMW_16161	SL1344_1551	0.0	1059	0.0	1059
STMMW_16171	SL1344_1552	0.0	3053	0.0	3053
STMMW_16181	SL1344_1553	0.0	2782	0.0	2782
STMMW_16191	SL1344_1554	0.0	2483	0.0	2483
STMMW_16201	SL1344_1555	0.0	1707	0.0	1707
STMMW_16211	SL1344_1556	0.0	3003	0.0	3003
STMMW_16221	SL1344_1557	0.0	2067	0.0	2067
STMMW_16231	SL1344_1558	1.92e-145	510	1.83e-145	510
STMMW_16241	SL1344_1559	0.0	743	0.0	743
STMMW_16251	SL1344_1560	0.0	1319	0.0	1319
STMMW_16261	SL1344_1561	0.0	2266	0.0	2266
STMMW_16271	SL1344_1562	0.0	638	0.0	638
STMMW_16281	SL1344_1563	0.0	1408	0.0	1408
STMMW_16291	SL1344_1564	0.0	1197	0.0	1197
STMMW_16301	SL1344_1565	0.0	1352	0.0	1352
STMMW_16311	SL1344_1566	0.0	1258	0.0	1258
STMMW_16321	SL1344_1567	0.0	2839	0.0	2839
STMMW_16331	SL1344_1568	0.0	1225	0.0	1225
STMMW_16341	SL1344_1569	0.0	976	0.0	976
STMMW_16351	SL1344_1570	0.0	1480	0.0	1480
STMMW_16361	SL1344_1571	0.0	7208	0.0	7208
STMMW_16371	SL1344_1572	0.0	1120	0.0	1120
STMMW_16381	SL1344_1573	0.0	832	0.0	832
STMMW_16391	SL1344_1574	4.74e-172	599	4.51e-172	599
STMMW_16401	SL1344_1575	6.40e-99	355	6.12e-99	355
STMMW_16411	SL1344_1576	0.0	4870	0.0	4870
STMMW_16421	SL1344_1577	0.0	1829	0.0	1829
STMMW_16431	SL1344_1578	0.0	760	0.0	760
STMMW_16441	SL1344_1579	5.24e-79	289	4.98e-79	289
STMMW_16451	SL1344_1580	9.59e-159	555	9.12e-159	555
STMMW_16461	SL1344_1581	0.0	6510	0.0	6510
STMMW_16471	SL1344_1582	0.0	804	0.0	804
