# s1480_old_locus-2.fa,SL1344_combined.fasta,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
STM14_0655,SL1344_0550,0,671,0,671
STM14_0657,SL1344_0551,2.59E-175,610,2.15E-175,610
STM14_0658,SL1344_0552,0,1580,0,1580
STM14_0660,SL1344_0553,0,2449,0,2449
STM14_0661,SL1344_0554,7.94E-124,438,7.5E-124,438
STM14_0662,SL1344_0555,0,1037,0,1037
STM14_0663,SL1344_0556,0,2172,0,2172
STM14_0664,SL1344_0557,0,2577,0,2577
STM14_0666,SL1344_0558,0,2089,0,2089
STM14_0667,SL1344_0559,0,3635,0,3635
STM14_0668,SL1344_0560,0,5036,0,5036
STM14_0669,SL1344_0561,0,1818,0,1818
STM14_0670,SL1344_0562,0,1929,0,1929
STM14_0671,SL1344_0563,0,1580,0,1580
STM14_0672,SL1344_0564,0,1247,0,1247
STM14_0673,SL1344_0565,0,865,0,865
STM14_0674,SL1344_0566,0,832,0,832
STM14_0675,SL1344_0567,0,1203,0,1203
STM14_0676,SL1344_0568,0,682,0,682
STM14_0678,SL1344_0569,0,1075,0,1075
STM14_0679,SL1344_0570,0,632,0,632
STM14_0680,SL1344_0571,1.79E-130,460,1.69E-130,460
STM14_0681,SL1344_0572,0,2067,0,2067
STM14_0682,SL1344_0573,0,1303,0,1303
STM14_0684,SL1344_0574,0,4167,0,4167
STM14_0685,SL1344_0575,0,2244,0,2244
STM14_0686,SL1344_0576,7.4E-114,405,6.97E-114,405
STM14_0687,SL1344_0577,0,7169,0,7169
STM14_0688,SL1344_0578,0,2100,0,2100
STM14_0689,SL1344_0579,0,1469,0,1469
STM14_0690,SL1344_0580,0,1829,0,1829
STM14_0691,SL1344_0581,0,1862,0,1862
STM14_0692,SL1344_0582,0,2300,0,2300
STM14_0693,SL1344_0583,0,1768,0,1768
STM14_0694,SL1344_0584,0,2172,0,2172
STM14_0695,SL1344_0585,0,2976,0,2976
STM14_0696,SL1344_0586,0,1585,0,1585
STM14_0697,SL1344_0587,0,1397,0,1397
STM14_0699,SL1344_0588,0,765,0,765
STM14_0700,SL1344_0589,0,3884,0,3884
STM14_0701,SL1344_0590,3.13E-102,366,2.94E-102,366
STM14_0702,SL1344_0591,0,2012,0,2012
STM14_0703,SL1344_0592,0,2145,0,2145
STM14_0704,SL1344_0593,0,1142,0,1142
STM14_0705,SL1344_0594,0,2283,0,2283
STM14_0706,SL1344_0595,0,1668,0,1668
STM14_0707,SL1344_0596,0,1375,0,1375
STM14_0708,SL1344_0597,0,1042,0,1042
STM14_0709,SL1344_0598,0,2892,0,2892
STM14_0710,SL1344_0599,0,1037,0,1037
STM14_0712,SL1344_0601,0,4211,0,4211
STM14_0713,SL1344_0602,0,1419,0,1419
STM14_0716,SL1344_0603,0,793,0,793
STM14_0717,SL1344_0604,0,2289,0,2289
STM14_0718,SL1344_0605,0,760,0,760
STM14_0719,SL1344_0606,0,1491,0,1491
STM14_0720,SL1344_0607,0,2704,0,2704
STM14_0721,SL1344_0608,0,1652,0,1652
STM14_0722,SL1344_0609,0,1020,0,1020
STM14_0723,SL1344_0610,0,2820,0,2820
STM14_0724,SL1344_0611,0,1679,0,1679
STM14_0725,SL1344_0612,2.08E-155,544,1.97E-155,544
STM14_0727,SL1344_0613,0,1989,0,1989
STM14_0728,SL1344_0614,0,3070,0,3070
STM14_0729,SL1344_0615,0,1258,0,1258
STM14_0731,SL1344_0616,0,2316,0,2316
STM14_0732,SL1344_0617,0,1059,0,1059
STM14_0733,SL1344_0618,7.12E-109,388,6.81E-109,388
STM14_0734,SL1344_0619,0,710,0,710
STM14_0736,SL1344_0620,0,1458,0,1458
STM14_0737,SL1344_0621,1.49E-105,377,1.4E-105,377
STM14_0739,SL1344_0622,0,1784,0,1784
STM14_0741,SL1344_0623,0,1762,0,1762
STM14_0743,SL1344_0624,0,1186,0,1186
STM14_0744,SL1344_0625,1.99E-100,361,1.34E-100,361
STM14_0746,SL1344_0626,0,2239,0,2239
STM14_0747,SL1344_0627,0,1528,0,1528
STM14_0748,SL1344_0628,0,2056,0,2056
STM14_0749,SL1344_0629,0,3513,0,3513
STM14_0750,SL1344_0630,0,865,0,865
STM14_0751,SL1344_0631,1.02E-168,588,9.67E-169,588
STM14_0752,SL1344_0632,0,1125,0,1125
STM14_0753,SL1344_0633,0,2023,0,2023
STM14_0754,SL1344_0634,0,1186,0,1186
STM14_0755,SL1344_0635,0,1906,0,1906
STM14_0756,SL1344_0636,0,1092,0,1092
STM14_0757,SL1344_0637,0,4771,0,4771
STM14_0758,SL1344_0638,1.12E-153,538,8.98E-154,538
STM14_0759,SL1344_0639,0,2167,0,2167
STM14_0760,SL1344_0640,0,1635,0,1635
STM14_0761,SL1344_0641,0,3563,0,3563
STM14_0762,SL1344_0642,0,876,0,876
STM14_0763,SL1344_0643,0,1840,0,1840
STM14_0764,SL1344_0644,0,1308,0,1308
STM14_0765,SL1344_0645,0,2649,0,2649
STM14_0766,SL1344_0647,0,1288,0,1288
STM14_0767,SL1344_0648,0,2721,0,2721
STM14_0768,SL1344_0649,0,3103,0,3103
STM14_0769,SL1344_0650,0,2289,0,2289
STM14_0770,SL1344_0651,0,1729,0,1729
STM14_0771,SL1344_0652,0,1341,0,1341
STM14_0772,SL1344_0653,0,1247,0,1247
STM14_0773,SL1344_0654,0,1369,0,1369
STM14_0775,SL1344_0655,0,1679,0,1679
STM14_0776,SL1344_0656,0,2843,0,2843
STM14_0778,SL1344_0657,0,1624,0,1624
STM14_0779,SL1344_0658,0,876,0,876
STM14_0781,SL1344_0659,0,1934,0,1934
STM14_0782,SL1344_0660,0,2632,0,2632
STM14_0783,SL1344_0661,0,2172,0,2172
STM14_0792,SL1344_0662,0,1064,0,1064
STM14_0793,SL1344_0663,0,3075,0,3075
STM14_0794,SL1344_0664,0,1391,0,1391
STM14_0795,SL1344_0665,0,2255,0,2255
STM14_0796,SL1344_0666,0,2134,0,2134
STM14_0798,SL1344_0667,0,1480,0,1480
STM14_0799,SL1344_0668,0,3607,0,3607
STM14_0802,SL1344_0669,0,3075,0,3075
STM14_0803,SL1344_0670,0,2599,0,2599
STM14_0804,SL1344_0671,4.91E-177,616,4.66E-177,616
STM14_0805,SL1344_0672,0,2410,0,2410
STM14_0806,SL1344_0673,0,2106,0,2106
STM14_0807,SL1344_0674,0,2593,0,2593
STM14_0808,SL1344_0675,0,1707,0,1707
STM14_0810,SL1344_0676,0,837,0,837
STM14_0811,SL1344_0677,0,981,0,981
STM14_0813,SL1344_0678,9.24E-149,521,8.74E-149,521
STM14_0814,SL1344_0679,0,1424,0,1424
STM14_0815,SL1344_0680,0,1003,0,1003
STM14_0816,SL1344_0681,0,3031,0,3031
STM14_0817,SL1344_0682,0,898,0,898
STM14_0818,SL1344_0683,0,2438,0,2438
STM14_0821,SL1344_0684,0,4056,0,4056
STM14_0822,SL1344_0685,0,1253,0,1253
STM14_0823,SL1344_0686,0,4953,0,4953
STM14_0824,SL1344_0687,0,1081,0,1081
STM14_0825,SL1344_0688,0,3779,0,3779
STM14_0827,SL1344_0689,0,3103,0,3103
STM14_0828,SL1344_0690,3.26E-107,383,3.07E-107,383
STM14_0829,SL1344_0691,0,2627,0,2627
STM14_0830,SL1344_0692,0,2732,0,2732
STM14_0831,SL1344_0693,0,1375,0,1375
STM14_0832,SL1344_0694,0,1214,0,1214
STM14_0833,SL1344_0695,0,1724,0,1724
STM14_0834,SL1344_0696,0,1358,0,1358
STM14_0835,SL1344_0697,9.81E-66,244,9.11E-66,244
STM14_0836,SL1344_0698,0,1048,0,1048
STM14_0837,SL1344_0699,1.07E-178,621,1.01E-178,621
STM14_0838,SL1344_0700,0,1369,0,1369
STM14_0839,SL1344_0702,0,2122,0,2122
STM14_0840,SL1344_0703,0,1657,0,1657
STM14_0841,SL1344_0704,0,2095,0,2095
STM14_0842,SL1344_0705,0,1424,0,1424
STM14_0843,SL1344_0706,0,1314,0,1314
STM14_0844,SL1344_0707,0,3286,0,3286
STM14_0845,SL1344_0708,0,1535,0,1535
STM14_0846,SL1344_0709,0,3502,0,3502
STM14_0847,SL1344_0710,4.77E-69,255,4.43E-69,255
STM14_0848,SL1344_0711,0,1463,0,1463
STM14_0849,SL1344_0712,0,1779,0,1779
STM14_0851,SL1344_0714,0,2372,0,2372
STM14_0852,SL1344_0715,0,721,0,721
STM14_0853,SL1344_0716,0,643,0,643
STM14_0854,SL1344_0717,0,3264,0,3264
STM14_0855,SL1344_0718,0,1325,0,1325
STM14_0856,SL1344_0719,0,5175,0,5175
STM14_0857,SL1344_0720,0,2233,0,2233
STM14_0858,SL1344_0721,0,2150,0,2150
STM14_0861,SL1344_0722,0,1607,0,1607
STM14_0862,SL1344_0723,0,2898,0,2898
STM14_0863,SL1344_0724,0,2106,0,2106
STM14_0865,SL1344_0725,8.41E-56,211,7.75E-56,211
STM14_0866,SL1344_0726,9.24E-149,521,8.74E-149,521
STM14_0867,SL1344_0727,0,749,0,749
STM14_0868,SL1344_0728,0,1280,0,1280
STM14_0869,SL1344_0729,0,793,0,793
STM14_0870,SL1344_0730,0,2261,0,2261
STM14_0871,SL1344_0731,0,2388,0,2388
STM14_0872,SL1344_0732,0,970,0,970
STM14_0880,SL1344_0733,0,1458,0,1458
STM14_0881,SL1344_0734,0,1929,0,1929
STM14_0882,SL1344_0735,0,1330,0,1330
STM14_0883,SL1344_0736,0,1735,0,1735
STM14_0884,SL1344_0737,0,715,0,715
STM14_0885,SL1344_0738,0,1945,0,1945
STM14_0886,SL1344_0739,0,1003,0,1003
STM14_0887,SL1344_0740,0,1563,0,1563
STM14_0888,SL1344_0741,0,1646,0,1646
STM14_0889,SL1344_0742,0,1712,0,1712
STM14_0890,SL1344_0743,0,2344,0,2344
STM14_0892,SL1344_0745,8.21E-129,455,7.75E-129,455
STM14_0893,SL1344_0746,0,2344,0,2344
STM14_0894,SL1344_0747,0,1291,0,1291
STM14_0895,SL1344_0748,0,1995,0,1995
STM14_0896,SL1344_0749,0,1435,0,1435
STM14_0898,SL1344_0750,0,1391,0,1391
STM14_0899,SL1344_0751,0,1923,0,1923
STM14_0900,SL1344_0752,0,2122,0,2122
STM14_0901,SL1344_0753,0,1934,0,1934
STM14_0902,SL1344_0754,0,1879,0,1879
STM14_0904,SL1344_0755,0,1679,0,1679
STM14_0905,SL1344_0756,0,2726,0,2726
STM14_0907,SL1344_0758,0,1458,0,1458
STM14_0908,SL1344_0759,0,1430,0,1430
STM14_0909,SL1344_0760,0,1275,0,1275
STM14_0910,SL1344_0761,0,1956,0,1956
STM14_0911,SL1344_0762,0,1513,0,1513
STM14_0912,SL1344_0763,0,1834,0,1834
STM14_0913,SL1344_0764,0,2372,0,2372
STM14_0914,SL1344_0765,0,2261,0,2261
STM14_0915,SL1344_0766,0,1740,0,1740
STM14_0916,SL1344_0767,0,1253,0,1253
STM14_0917,SL1344_0768,0,3114,0,3114
STM14_0918,SL1344_0769,0,2809,0,2809
STM14_0919,SL1344_0770,0,881,0,881
STM14_0920,SL1344_0771,0,2383,0,2383
STM14_0921,SL1344_0772,0,1923,0,1923
STM14_0922,SL1344_0773,0,2134,0,2134
STM14_0923,SL1344_0774,0,1397,0,1397
STM14_0926,SL1344_0775,0,1269,0,1269
STM14_1001,SL1344_0830,0,3735,0,3735
STM14_1002,SL1344_0831,0,953,0,953
STM14_1003,SL1344_0832,0,1580,0,1580
STM14_1005,SL1344_0833,0,1751,0,1751
STM14_1007,SL1344_0834,0,2150,0,2150
STM14_1008,SL1344_0835,0,3109,0,3109
STM14_1009,SL1344_0836,0,1646,0,1646
STM14_1011,SL1344_0837,0,787,0,787
STM14_1012,SL1344_0838,0,926,0,926
STM14_1013,SL1344_0839,0,1158,0,1158
STM14_1014,SL1344_0840,0,2222,0,2222
STM14_1015,SL1344_0841,0,1402,0,1402
STM14_1016,SL1344_0842,0,1125,0,1125
STM14_1017,SL1344_0843,0,2272,0,2272
STM14_1018,SL1344_0844,0,1507,0,1507
STM14_1020,SL1344_0845,0,2233,0,2233
STM14_1021,SL1344_0846,0,1147,0,1147
STM14_1022,SL1344_0847,0,3114,0,3114
STM14_1023,SL1344_0848,0,699,0,699
STM14_1024,SL1344_0849,8.73E-139,488,8.26E-139,488
STM14_1025,SL1344_0850,9.48E-154,538,8.98E-154,538
STM14_1026,SL1344_0852,0,1212,0,1212
STM14_1027,SL1344_0853,0,1668,0,1668
STM14_1028,SL1344_0854,0,881,0,881
STM14_1029,SL1344_0855,0,2056,0,2056
STM14_1030,SL1344_0856,0,2095,0,2095
STM14_1031,SL1344_0857,0,1757,0,1757
STM14_1032,SL1344_0858,0,1563,0,1563
STM14_1033,SL1344_0859,0,876,0,876
STM14_1035,SL1344_0860,0,2084,0,2084
STM14_1036,SL1344_0861,0,2483,0,2483
STM14_1037,SL1344_0862,2.21E-170,593,2.1E-170,593
STM14_1039,SL1344_0863,0,2748,0,2748
STM14_1040,SL1344_0864,0,1352,0,1352
STM14_1041,SL1344_0865,0,1236,0,1236
STM14_1042,SL1344_0866,0,1325,0,1325
STM14_1043,SL1344_0867,0,1347,0,1347
STM14_1044,SL1344_0868,0,1347,0,1347
STM14_1045,SL1344_0869,0,953,0,953
STM14_1046,SL1344_0870,4.81E-172,599,4.56E-172,599
STM14_1047,SL1344_0871,0,1535,0,1535
STM14_1048,SL1344_0872,0,1873,0,1873
STM14_1049,SL1344_0873,0,2649,0,2649
STM14_1050,SL1344_0874,0,1851,0,1851
STM14_1051,SL1344_0875,0,3175,0,3175
STM14_1052,SL1344_0876,0,1790,0,1790
STM14_1054,SL1344_0877,0,3048,0,3048
STM14_1056,SL1344_0878,0,1463,0,1463
STM14_1057,SL1344_0879,0,3064,0,3064
STM14_1058,SL1344_0880,0,1757,0,1757
STM14_1059,SL1344_0881,0,2067,0,2067
STM14_1062,SL1344_0882,0,3596,0,3596
STM14_1063,SL1344_0883,1.61E-115,411,1.52E-115,411
STM14_1064,SL1344_0884,2.21E-170,593,2.1E-170,593
STM14_1066,SL1344_0885,0,4205,0,4205
STM14_1066,SL1344_1166,0,848,0,848
STM14_1066,SL1344_1746,0,848,0,848
STM14_1066,SL1344_1886,0,848,0,848
STM14_1066,SL1344_2434,0,848,0,848
STM14_1066,SL1344_3267,0,848,0,848
STM14_1066,SL1344_3446,0,848,0,848
STM14_1072,SL1344_0888,0,848,0,848
STM14_1073,SL1344_0889,0,1253,0,1253
STM14_1074,SL1344_0890,0,1591,0,1591
STM14_1075,SL1344_0891,0,1685,0,1685
STM14_1076,SL1344_0892,7.4E-114,405,6.97E-114,405
STM14_1077,SL1344_0893,2.65E-175,610,2.15E-175,610
STM14_1078,SL1344_0894,0,1303,0,1303
STM14_1079,SL1344_0895,0,3181,0,3181
STM14_1080,SL1344_0896,0,3258,0,3258
STM14_1083,SL1344_0897,0,1790,0,1790
STM14_1084,SL1344_0898,0,915,0,915
STM14_1085,SL1344_0899,0,7546,0,7546
STM14_1086,SL1344_0900,0,1131,0,1131
STM14_1088,SL1344_0901,0,2483,0,2483
STM14_1089,SL1344_0902,0,2388,0,2388
STM14_1090,SL1344_0903,0,4516,0,4516
STM14_1091,SL1344_0904,0,1142,0,1142
STM14_1094,SL1344_0905,0,1596,0,1596
STM14_1095,SL1344_0906,0,2117,0,2117
STM14_1096,SL1344_0907,0,2627,0,2627
STM14_1097,SL1344_0908,0,1474,0,1474
STM14_1098,SL1344_0909,1.04E-173,604,9.9E-174,604
STM14_1099,SL1344_0910,0,1773,0,1773
STM14_1100,SL1344_0911,0,4217,0,4217
STM14_1101,SL1344_0912,0,1585,0,1585
STM14_1103,SL1344_0913,0,3253,0,3253
STM14_1105,SL1344_0914,0,1280,0,1280
STM14_1106,SL1344_0915,0,2012,0,2012
STM14_1107,SL1344_0916,0,2372,0,2372
STM14_1109,SL1344_0917,0,1408,0,1408
STM14_1110,SL1344_0918,0,1264,0,1264
STM14_1111,SL1344_0919,0,3092,0,3092
STM14_1112,SL1344_0920,2.01E-150,527,1.9E-150,527
STM14_1113,SL1344_0921,0,4178,0,4178
STM14_1114,SL1344_0922,0,3230,0,3230
STM14_1115,SL1344_0923,0,1801,0,1801
STM14_1116,SL1344_0924,0,2278,0,2278
STM14_1117,SL1344_0925,6.25E-94,339,5.91E-94,339
STM14_1119,SL1344_0926,0,1380,0,1380
STM14_1120,SL1344_0927,0,1652,0,1652
STM14_1121,SL1344_0928,0,1435,0,1435
STM14_1122,SL1344_0929,0,1485,0,1485
STM14_1123,SL1344_0930,0,2444,0,2444
STM14_1124,SL1344_0931,0,1303,0,1303
STM14_1125,SL1344_0932,0,8250,0,8250
STM14_1126,SL1344_0933,0,3402,0,3402
STM14_1127,SL1344_0934,0,1014,0,1014
STM14_1128,SL1344_0935,0,1197,0,1197
STM14_1130,SL1344_0936,0,2200,0,2200
STM14_1132,SL1344_0937,0,2017,0,2017
STM14_1134,SL1344_0938,0,2588,0,2588
STM14_1136,SL1344_0939,0,854,0,854
STM14_1138,SL1344_0940,0,2244,0,2244
STM14_1139,SL1344_0941,0,2654,0,2654
STM14_1140,SL1344_0942,0,2222,0,2222
STM14_1141,SL1344_0943,0,2383,0,2383
STM14_1142,SL1344_0944,1.79E-130,460,1.69E-130,460
STM14_1142,SL1344_2598,1.73E-125,444,1.63E-125,444
STM14_1143,SL1344_0945,8.05E-124,438,7.6E-124,438
STM14_1143,SL1344_2597A,0,2050,0,2050
STM14_1144,SL1344_0946,0,2034,0,2034
STM14_1145,SL1344_0947,0,5330,0,5330
STM14_1146,SL1344_0948,9.73E-159,555,9.22E-159,555
STM14_1147,SL1344_0949,5.51E-79,289,5.15E-79,289
STM14_1148,SL1344_0950,4.01E-137,483,3.79E-137,483
STM14_1150,SL1344_0951,0,632,0,632
STM14_1151,SL1344_0952,0,693,0,693
STM14_1152,SL1344_0953,0,1818,0,1818
STM14_1153,SL1344_0954,0,1380,0,1380
STM14_1154,SL1344_0955,0,643,0,643
STM14_1155,SL1344_0956,2.16E-165,577,2.05E-165,577
STM14_1156,SL1344_0957,9.48E-154,538,8.98E-154,538
STM14_1156,SL1344_2584,3.65E-122,433,3.44E-122,433
STM14_1158,SL1344_0958,7.89E-119,422,7.45E-119,422
STM14_1160,SL1344_0959,0,1114,0,1114
STM14_1160,SL1344_2581,0,1131,0,1131
STM14_1161,SL1344_0960,0,1098,0,1098
STM14_1162,SL1344_0961,5.08E-74,272,4.74E-74,272
STM14_1163,SL1344_0962,0,1474,0,1474
STM14_1164,SL1344_0963,1.02E-168,588,9.67E-169,588
STM14_1165,SL1344_0964,2.01E-62,233,1.87E-62,233
STM14_1166,SL1344_0965,0,832,0,832
STM14_1167,SL1344_0965A,0,1269,0,1269
STM14_1168,SL1344_0966,2.26E-175,610,2.19E-175,610
STM14_1168,SL1344_2576,0,837,0,837
STM14_1169,SL1344_0967,0,815,0,815
STM14_1170,SL1344_0968,0,887,0,887
STM14_1171,SL1344_0969,0,987,0,987
STM14_1172,SL1344_0971,0,3795,0,3795
STM14_1173,SL1344_0972,0,2854,0,2854
STM14_1174,SL1344_0973,0,3840,0,3840
STM14_1175,SL1344_0974,4.81E-172,599,4.56E-172,599
STM14_1176,SL1344_0975,9.73E-159,555,9.22E-159,555
STM14_1177,SL1344_0976,0,1048,0,1048
STM14_1178,SL1344_0977,0,743,0,743
STM14_1179,SL1344_0978,0,1264,0,1264
STM14_1180,SL1344_0979,0,737,0,737
STM14_1181,SL1344_0980,1.11E-138,488,8.26E-139,488
STM14_1182,SL1344_0981,0,5518,0,5518
STM14_1183,SL1344_0982,4.91E-177,616,4.66E-177,616
STM14_1184,SL1344_0983,0,920,0,920
STM14_1185,SL1344_0984,0,987,0,987
STM14_1186,SL1344_0985,0,1286,0,1286
STM14_1187,SL1344_0986,0,1363,0,1363
STM14_1188,SL1344_0987,0,1303,0,1303
STM14_1190,SL1344_0988,0,4523,0,4523
STM14_1191,SL1344_0989,0,3000,0,3000
STM14_1193,SL1344_0991,0,1075,0,1075
STM14_1194,SL1344_0992,0,1784,0,1784
STM14_1195,SL1344_0993,0,774,0,774
STM14_1196,SL1344_0994,0,1158,0,1158
STM14_1197,SL1344_0995,9.73E-159,555,9.22E-159,555
STM14_1198,SL1344_0996,0,1269,0,1269
STM14_1199,SL1344_0997,6.55E-99,355,6.19E-99,355
STM14_1200,SL1344_0998,0,4826,0,4826
STM14_1202,SL1344_0999,0,1868,0,1868
STM14_1203,SL1344_1000,0,1003,0,1003
STM14_1204,SL1344_1001,0,2050,0,2050
STM14_1205,SL1344_1002,0,3895,0,3895
STM14_1206,SL1344_1003,0,3524,0,3524
STM14_1207,SL1344_1004,0,2311,0,2311
STM14_1208,SL1344_1005,0,3031,0,3031
STM14_1210,SL1344_1006,0,1042,0,1042
STM14_1211,SL1344_1007,1.25E-85,311,1.17E-85,311
STM14_1212,SL1344_1008,0,959,0,959
STM14_1213,SL1344_1009,0,2931,0,2931
STM14_1214,SL1344_1010,0,837,0,837
STM14_1215,SL1344_1011,0,1945,0,1945
STM14_1217,SL1344_1012,0,942,0,942
STM14_1218,SL1344_1013,0,1120,0,1120
STM14_1219,SL1344_1014,0,3978,0,3978
STM14_1220,SL1344_1015,0,826,0,826
STM14_1221,SL1344_1016,0,3795,0,3795
STM14_1222,SL1344_1017,0,848,0,848
STM14_1223,SL1344_1018,0,1225,0,1225
STM14_1224,SL1344_1019,0,765,0,765
STM14_1225,SL1344_1020,1.02E-168,588,9.67E-169,588
STM14_1226,SL1344_1021,0,2239,0,2239
STM14_1227,SL1344_1022,0,1014,0,1014
STM14_1228,SL1344_1023,0,1441,0,1441
STM14_1229,SL1344_1024,9.24E-149,521,8.74E-149,521
STM14_1230,SL1344_1025,2.26E-175,610,2.15E-175,610
STM14_1232,SL1344_1026,0,1070,0,1070
STM14_1233,SL1344_1027,0,1258,0,1258
STM14_1235,SL1344_1028,0,1618,0,1618
STM14_1236,SL1344_1029,2.21E-170,593,2.14E-170,593
STM14_1237,SL1344_1030,0,632,0,632
STM14_1238,SL1344_1031,0,3114,0,3114
STM14_1239,SL1344_1032,2.74E-87,316,2.57E-87,316
STM14_1240,SL1344_1033,3.79E-54,206,3.49E-54,206
STM14_1241,SL1344_1034,0,2715,0,2715
STM14_1242,SL1344_1035,0,2521,0,2521
STM14_1243,SL1344_1036,0,1258,0,1258
STM14_1246,SL1344_1037,0,760,0,760
STM14_1247,SL1344_1038,0,948,0,948
STM14_1248,SL1344_1039,0,2876,0,2876
STM14_1250,SL1344_1040,0,815,0,815
STM14_1251,SL1344_1041,0,2377,0,2377
STM14_1252,SL1344_1042,0,2710,0,2710
STM14_1253,SL1344_1043,0,1574,0,1574
STM14_1255,SL1344_1044,0,704,0,704
STM14_1256,SL1344_1045,0,1485,0,1485
STM14_1257,SL1344_1046,0,1463,0,1463
STM14_1258,SL1344_1047,0,2532,0,2532
STM14_1259,SL1344_1048,0,1657,0,1657
STM14_1261,SL1344_1049,0,1696,0,1696
STM14_1263,SL1344_1050,0,671,0,671
STM14_1264,SL1344_1051,4.59E-162,566,4.35E-162,566
STM14_1266,SL1344_1052,0,1701,0,1701
STM14_1267,SL1344_1053,0,671,0,671
STM14_1268,SL1344_1054,0,3485,0,3485
STM14_1269,SL1344_1055,0,1153,0,1153
STM14_1270,SL1344_1056,0,937,0,937
STM14_1271,SL1344_1057,0,2294,0,2294
STM14_1272,SL1344_1058,7.67E-119,422,7.24E-119,422
STM14_1275,SL1344_1059,0,1103,0,1103
STM14_1276,SL1344_1060,1.25E-85,311,1.17E-85,311
STM14_1277,SL1344_1061,0,1181,0,1181
STM14_1278,SL1344_1062,0,732,0,732
STM14_1281,SL1344_1063,0,7319,0,7319
STM14_1284,SL1344_1064,0,2787,0,2787
STM14_1285,SL1344_1065,0,1458,0,1458
STM14_1287,SL1344_1066,0,1629,0,1629
STM14_1290,SL1344_1067,0,2760,0,2760
STM14_1293,SL1344_1068,0,1258,0,1258
STM14_1294,SL1344_1069,0,2145,0,2145
STM14_1295,SL1344_1070,0,1280,0,1280
STM14_1296,SL1344_1071,0,2366,0,2366
STM14_1299,SL1344_1072,0,2045,0,2045
STM14_1300,SL1344_1073,0,1735,0,1735
STM14_1301,SL1344_1074,0,1363,0,1363
STM14_1302,SL1344_1075,0,1026,0,1026
STM14_1303,SL1344_1076,0,876,0,876
STM14_1304,SL1344_1077,0,1380,0,1380
STM14_1305,SL1344_1078,0,771,0,771
STM14_1306,SL1344_1079,0,726,0,726
STM14_1309,SL1344_1080,0,1203,0,1203
STM14_1310,SL1344_1081,0,843,0,843
STM14_1311,SL1344_1082,0,843,0,843
STM14_1312,SL1344_1083,1.04E-173,604,9.9E-174,604
STM14_1313,SL1344_1084,2.21E-170,593,2.1E-170,593
STM14_1314,SL1344_1085,0,998,0,998
STM14_1315,SL1344_1086,0,2748,0,2748
STM14_1317,SL1344_1087,0,2134,0,2134
STM14_1318,SL1344_1088,0,2837,0,2837
STM14_1319,SL1344_1089,0,4698,0,4698
STM14_1320,SL1344_1090,7.67E-119,422,7.24E-119,422
STM14_1321,SL1344_1091,0,693,0,693
STM14_1323,SL1344_1092,0,2244,0,2244
STM14_1324,SL1344_1093,0,1701,0,1701
STM14_1325,SL1344_1094,0,1945,0,1945
STM14_1326,SL1344_1095,0,1059,0,1059
STM14_1328,SL1344_1096,0,1059,0,1059
STM14_1329,SL1344_1097,8.41E-56,211,7.75E-56,211
STM14_1330,SL1344_1098,0,2067,0,2067
STM14_1331,SL1344_1099,8.47E-134,472,8.11E-134,472
STM14_1332,SL1344_1100,8.21E-129,455,7.75E-129,455
STM14_1333,SL1344_1101,0,1934,0,1934
STM14_1334,SL1344_1102,0,1037,0,1037
STM14_1335,SL1344_1103,0,1197,0,1197
STM14_1336,SL1344_1104,0,2233,0,2233
STM14_1337,SL1344_1105,0,1081,0,1081
STM14_1338,SL1344_1106,0,1197,0,1197
STM14_1340,SL1344_1107,0,1707,0,1707
STM14_1341,SL1344_1108,0,2837,0,2837
STM14_1342,SL1344_1109,0,782,0,782
STM14_1343,SL1344_1110,2.06E-155,544,1.95E-155,544
STM14_1345,SL1344_1111,0,1219,0,1219
STM14_1346,SL1344_1112,0,771,0,771
STM14_1347,SL1344_1113,0,749,0,749
STM14_1348,SL1344_1114,0,1291,0,1291
STM14_1349,SL1344_1115,0,2239,0,2239
STM14_1350,SL1344_1116,0,1397,0,1397
STM14_1351,SL1344_1117,0,1447,0,1447
STM14_1352,SL1344_1118,0,1291,0,1291
STM14_1353,SL1344_1119,0,2028,0,2028
STM14_1354,SL1344_1120,0,1757,0,1757
STM14_1355,SL1344_1121,0,3064,0,3064
STM14_1357,SL1344_1122,0,1762,0,1762
STM14_1359,SL1344_1123,0,5917,0,5917
STM14_1360,SL1344_1124,0,1773,0,1773
STM14_1361,SL1344_1125,0,1375,0,1375
STM14_1362,SL1344_1126,3.52E-117,416,3.32E-117,416
STM14_1363,SL1344_1127,0,1081,0,1081
STM14_1364,SL1344_1128,0,965,0,965
STM14_1365,SL1344_1129,6E-89,322,5.62E-89,322
STM14_1366,SL1344_1130,0,1995,0,1995
STM14_1367,SL1344_1131,0,1762,0,1762
STM14_1368,SL1344_1132,0,1718,0,1718
STM14_1369,SL1344_1133,0,1358,0,1358
STM14_1370,SL1344_1134,7.94E-124,438,7.5E-124,438
STM14_1371,SL1344_1135,0,2294,0,2294
STM14_1372,SL1344_1136,0,1496,0,1496
STM14_1373,SL1344_1137,0,1768,0,1768
STM14_1374,SL1344_1138,0,1186,0,1186
STM14_1375,SL1344_1139,0,1857,0,1857
STM14_1377,SL1344_1140,0,1474,0,1474
STM14_1378,SL1344_1141,0,2649,0,2649
STM14_1379,SL1344_1142,0,4006,0,4006
STM14_1380,SL1344_1143,0,665,0,665
